sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:source_concept,ADD_INFO:ordercategoryid,ADD_INFO:ordercategoryname,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
8131,Family conversation,6429,,Familie gesprek,86,Opdr. Psycho-sociaal,0.62,APPROVED,EQUAL,Patrick Thoral,1695767945138,4207916,Family counseling,Procedure,MAPS_TO,,Patrick Thoral,1695767943803,
12926,Decrease sildenafil level,8,,Sildenafil-spiegel afnemen,73,Opdr. Laboratorium afname,0.33,APPROVED,EQUAL,Patrick Thoral,1695765684784,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695765683861,
12928,Save urine,378,,Urine sparen,73,Opdr. Laboratorium afname,0.35,APPROVED,EQUAL,Patrick Thoral,1695765696438,4075952,Timed urine collection,Procedure,MAPS_TO,,Patrick Thoral,1695765695696,
8177,Rinse abdominal wound,936,,Buikwond spoelen,101,Opdr. Huid,0.70,APPROVED,EQUAL,Patrick Thoral,1695830964799,4030687,Irrigation of abdominal wall,Procedure,MAPS_TO,,Patrick Thoral,1695830964101,
12929,Collect faeces,341,,Faeces verzamelen,73,Opdr. Laboratorium afname,0.43,APPROVED,EQUAL,Patrick Thoral,1695765708079,37115752,Timed stool collection,Procedure,MAPS_TO,,Patrick Thoral,1695765707195,
12986,Wound Treatment Burning/Freezing/Etching/Radiation1,38,,Wondverz  Verbranding/Bevriezing/Etsing/Straling1,101,Opdr. Huid,0.25,APPROVED,EQUAL,Patrick Thoral,1695831063725,4300828,Wound care management,Procedure,MAPS_TO,,Patrick Thoral,1695831062032,
12939,Give lukewarm water enema,230,,Lauwwater klysma geven,84,Opdr. Gastro-Intestinaal,0.37,APPROVED,EQUAL,Patrick Thoral,1695764542529,4265034,Giving patient an enema,Procedure,MAPS_TO,,<auto>,1685919510351,
12988,wound care Combustion/Freezing/Etching/Radiation3,2,,Wondverz. Verbranding/Bevriezing/Etsing/Straling3,101,Opdr. Huid,0.24,APPROVED,EQUAL,Patrick Thoral,1695831022313,4300828,Wound care management,Procedure,MAPS_TO,,Patrick Thoral,1695831017875,
12954,CVVH citrate lab. to decrease,12302,,CVVH-citraat lab. afnemen,73,Opdr. Laboratorium afname,0.48,APPROVED,INEXACT,Patrick Thoral,1685924250590,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1685924244074,
12989,Consult Wound nurse,238,,Consult Wondverpleegkundige,101,Opdr. Huid,0.43,APPROVED,EQUAL,Patrick Thoral,1695838648492,4014829,Consultation,Procedure,MAPS_TO,,Patrick Thoral,1695834408716,
12989,Consult Wound nurse,238,,Consult Wondverpleegkundige,101,Opdr. Huid,0.43,APPROVED,EQUAL,Patrick Thoral,1695838648492,38003762,Registered Wound Care Nurse,Provider,MAPS_TO_TYPE,,Patrick Thoral,1695838546359,
12991,Take SIG lab,3,,SIG lab afnemen,73,Opdr. Laboratorium afname,0.53,APPROVED,EQUAL,Patrick Thoral,1695765917454,4218408,Collection of blood specimen for laboratory,Procedure,MAPS_TO,,Patrick Thoral,1695765911569,
13011,X-Job Power supply,3833,,X-Opdr. Voeding,116,Opdr. Voeding,0.37,APPROVED,EQUAL,Patrick Thoral,1695768339763,4261999,Nutrition care management,Procedure,MAPS_TO,,Patrick Thoral,1695768334349,
13021,Gantt list check,244028,,Gantt-lijst controle,89,Opdr. Overig,0.47,APPROVED,EQUAL,Patrick Thoral,1685920229402,44791813,Checking procedure,Procedure,MAPS_TO,,Patrick Thoral,1685920226743,
13024,Take SDD inventory cultures,3101,,SDD Inventarisatiekweken afnemen,74,Opdr. Kweken afnemen,0.35,APPROVED,EQUAL,Patrick Thoral,1695840513299,4024958,Throat culture,Measurement,MAPS_TO,,Patrick Thoral,1695840461079,
13024,Take SDD inventory cultures,3101,,SDD Inventarisatiekweken afnemen,74,Opdr. Kweken afnemen,0.35,APPROVED,EQUAL,Patrick Thoral,1695840513299,4015189,Microbial culture of sputum,Measurement,MAPS_TO,,Patrick Thoral,1695840474464,
13024,Take SDD inventory cultures,3101,,SDD Inventarisatiekweken afnemen,74,Opdr. Kweken afnemen,0.35,APPROVED,EQUAL,Patrick Thoral,1695840513299,3040827,Bacteria identified in Anal by Culture,Measurement,MAPS_TO,,Patrick Thoral,1695840483632,
13024,Take SDD inventory cultures,3101,,SDD Inventarisatiekweken afnemen,74,Opdr. Kweken afnemen,0.35,APPROVED,EQUAL,Patrick Thoral,1695840513299,4128881,Selective decontamination of the digestive tract,Procedure,MAPS_TO,,Patrick Thoral,1695840510525,
