sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:source_concept,ADD_INFO:itemid,ADD_INFO:item,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,ADD_INFO:valueid,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
12290-15,PRVC (trig),1,,1,PRVC (trig),12290,Ventilatie Mode (Set),Ventilatie mode,RESP-Servo Machinegegevens,0,15,0.52,APPROVED,EQUIVALENT,Patrick Thoral,1711076681353,36308445,Controlled ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320240490,
12290-15,PRVC (trig),1,,1,PRVC (trig),12290,Ventilatie Mode (Set),Ventilatie mode,RESP-Servo Machinegegevens,0,15,0.52,APPROVED,EQUIVALENT,Patrick Thoral,1711076681353,37151339,Continuous mandatory ventilation volume-targeted pressure-control inflation-type,Procedure,MAPS_TO,,Patrick Thoral,1711076677424,
19637-9,Intubated,813,,813,Geïntubeerd,19637,V_EMV_NICE_24uur,V_EMV_NICE_24uur,NICE-Overig,0,9,1.00,APPROVED,EQUAL,Patrick Thoral,1709161126020,36311192,Intubated,Meas Value,MAPS_TO,,<auto>,1687037771900,
12290-16,PC in NIV,17799,,859,PC in NIV,12290,Ventilatie Mode (Set),Ventilatie mode,RESP-Servo Machinegegevens,0,16,0.44,APPROVED,EQUIVALENT,Patrick Thoral,1711076303058,40486624,Non-invasive positive pressure ventilation,Procedure,MAPS_TO,,Patrick Thoral,1687040931432,
12290-16,PC in NIV,17799,,859,PC in NIV,12290,Ventilatie Mode (Set),Ventilatie mode,RESP-Servo Machinegegevens,0,16,0.44,APPROVED,EQUIVALENT,Patrick Thoral,1711076303058,36308445,Controlled ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320056185,
12290-16,PC in NIV,17799,,859,PC in NIV,12290,Ventilatie Mode (Set),Ventilatie mode,RESP-Servo Machinegegevens,0,16,0.44,APPROVED,EQUIVALENT,Patrick Thoral,1711076303058,37151337,Continuous mandatory ventilation pressure-control inflation-type,Procedure,MAPS_TO,,Patrick Thoral,1711076301554,
17004-23,"Overdose, sedatives, hypnotics, antipsychotics, benzodiazepines",84,,84,"Overdose, sedatives, hypnotics, antipsychotics, benzodiazepines",17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,23,0.44,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
14565-67,VU SCAR department,32,,32,VU afdeling SCAR,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,67,0.58,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
17038-62,"Head/spinal trauma, surgery for",2,,2,"Head/spinal trauma, surgery for",17038,SEC_APACHEIV Post-operative trauma,SEC_APACHEIV Post-operative trauma,APACHE IV Diagnosen,0,62,0.45,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12290-17,PS/CPAP in LEV,354821,,16778,PS/CPAP in NIV,12290,Ventilatie Mode (Set),Ventilatie mode,RESP-Servo Machinegegevens,0,17,0.48,APPROVED,EQUIVALENT,Patrick Thoral,1711075811044,40486624,Non-invasive positive pressure ventilation,Procedure,MAPS_TO,,Patrick Thoral,1687040359795,
12290-17,PS/CPAP in LEV,354821,,16778,PS/CPAP in NIV,12290,Ventilatie Mode (Set),Ventilatie mode,RESP-Servo Machinegegevens,0,17,0.48,APPROVED,EQUIVALENT,Patrick Thoral,1711075811044,45880365,Assisted ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320445513,
12290-17,PS/CPAP in LEV,354821,,16778,PS/CPAP in NIV,12290,Ventilatie Mode (Set),Ventilatie mode,RESP-Servo Machinegegevens,0,17,0.48,APPROVED,EQUIVALENT,Patrick Thoral,1711075811044,37154096,Pressure support ventilation,Procedure,MAPS_TO,,Patrick Thoral,1711075809005,
12290-18,NAVA,67012,,10672,NAVA,12290,Ventilatie Mode (Set),Ventilatie mode,RESP-Servo Machinegegevens,0,18,0.56,APPROVED,EQUIVALENT,Patrick Thoral,1711075832723,45880365,Assisted ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320461964,
12290-18,NAVA,67012,,10672,NAVA,12290,Ventilatie Mode (Set),Ventilatie mode,RESP-Servo Machinegegevens,0,18,0.56,APPROVED,EQUIVALENT,Patrick Thoral,1711075832723,37154096,Pressure support ventilation,Procedure,MAPS_TO,,Patrick Thoral,1711075830648,
17009-22,"GI Vascular ischemia, surgery for (resection)",44,,44,"GI Vascular ischemia, surgery for (resection)",17009,APACHEIV Post-operative gastro-intestinal,APACHEIV Post-operative gastro-intestinal,APACHE IV Diagnosen,0,22,0.49,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12347-1,Stand-by,1,,1,Stand By,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,1,0.59,APPROVED,EQUAL,Patrick Thoral,1710320589510,36310823,Off,Meas Value,MAPS_TO,,Patrick Thoral,1710293873712,
14565-68,VU department SCCH,80,,80,VU afdeling SCCH,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,68,0.54,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
12347-2,PC,76,,76,PC,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,2,0.63,APPROVED,EQUIVALENT,Patrick Thoral,1711076766576,36308445,Controlled ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320056185,
12347-2,PC,76,,76,PC,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,2,0.63,APPROVED,EQUIVALENT,Patrick Thoral,1711076766576,37151337,Continuous mandatory ventilation pressure-control inflation-type,Procedure,MAPS_TO,,Patrick Thoral,1711076760648,
12347-3,VC,1,,1,VC,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,3,0.57,APPROVED,EQUIVALENT,Patrick Thoral,1711076152873,36308445,Controlled ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320056185,
12347-3,VC,1,,1,VC,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,3,0.57,APPROVED,EQUIVALENT,Patrick Thoral,1711076152873,37152413,Continuous mandatory ventilation volume-control inflation-type,Procedure,MAPS_TO,,Patrick Thoral,1711076137645,
19637-10,No response (no visible attempt to talk),1351,,1351,Geen reactie (geen zichtbare poging tot praten),19637,V_EMV_NICE_24uur,V_EMV_NICE_24uur,NICE-Overig,0,10,0.46,APPROVED,EQUAL,Patrick Thoral,1709161075398,45877384,No verbal response (>2 yrs); no vocal response (<=2 yrs),Meas Value,MAPS_TO,,Patrick Thoral,1709161073764,
17038-63,"Pelvis/extremity trauma, surgery for",1,,1,"Pelvis/extremity trauma, surgery for",17038,SEC_APACHEIV Post-operative trauma,SEC_APACHEIV Post-operative trauma,APACHE IV Diagnosen,0,63,0.40,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12347-6,SIMV(VC)+PS,2,,2,SIMV(VC)+PS,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,6,0.19,APPROVED,EQUIVALENT,Patrick Thoral,1711076178708,36310227,Mandatory minute ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320608991,
12347-6,SIMV(VC)+PS,2,,2,SIMV(VC)+PS,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,6,0.19,APPROVED,EQUIVALENT,Patrick Thoral,1711076178708,37152363,Synchronized intermittent mandatory ventilation - volume control pressure-support inflation,Procedure,MAPS_TO,,Patrick Thoral,1711076172157,
14565-69,VU department VCCH 5b,48,,48,VU afdeling VCCH 5b,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,69,0.39,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
12347-7,SIMV(PC)+PS,2,,2,SIMV(PC)+PS,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,7,0.28,APPROVED,EQUIVALENT,Patrick Thoral,1711076192443,36308445,Controlled ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320056185,
12347-7,SIMV(PC)+PS,2,,2,SIMV(PC)+PS,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,7,0.28,APPROVED,EQUIVALENT,Patrick Thoral,1711076192443,36310227,Mandatory minute ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320615452,
12347-7,SIMV(PC)+PS,2,,2,SIMV(PC)+PS,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,7,0.28,APPROVED,EQUIVALENT,Patrick Thoral,1711076192443,37152364,Synchronized intermittent mandatory ventilation - pressure-control pressure-support inflation,Procedure,MAPS_TO,,Patrick Thoral,1711076185097,
17009-23,"Hernia hiatal, esophageal surgery for",4,,4,"Hernia-hiatal, esophageal surgery for",17009,APACHEIV Post-operative gastro-intestinal,APACHEIV Post-operative gastro-intestinal,APACHE IV Diagnosen,0,23,0.54,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12347-8,PS/CPAP,3,,3,PS/CPAP,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,8,0.54,APPROVED,EQUIVALENT,Patrick Thoral,1711076202507,45880365,Assisted ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320625676,
12347-8,PS/CPAP,3,,3,PS/CPAP,12347,Ventilatie Mode (Set) (2),Ventilatie Mode (Set) (2),RESP-Servo Machinegegevens(2),0,8,0.54,APPROVED,EQUIVALENT,Patrick Thoral,1711076202507,37154096,Pressure support ventilation,Procedure,MAPS_TO,,Patrick Thoral,1711076201332,
17004-24,"Overdose, street drugs (opiates, cocaine, amphetamine)",63,,63,"Overdose, street drugs (opiates, cocaine, amphetamine)",17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,24,0.40,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
19637-11,Incomprehensible sounds,298,,298,Onbegrijpelijke geluiden,19637,V_EMV_NICE_24uur,V_EMV_NICE_24uur,NICE-Overig,0,11,1.00,APPROVED,EQUAL,Patrick Thoral,1709160939533,45883352,Incomprehensible sounds,Meas Value,MAPS_TO,,<auto>,1687037776631,
12376-1,CPAP,74,,74,CPAP,12376,Mode (Bipap Vision),Mode (Bipap Vision),RESP-Bipap Vision Machinegegevens,0,1,0.69,APPROVED,EQUAL,Patrick Thoral,1710320702322,4165535,Continuous positive airway pressure ventilation treatment,Procedure,MAPS_TO,,Patrick Thoral,1687042691556,
12376-1,CPAP,74,,74,CPAP,12376,Mode (Bipap Vision),Mode (Bipap Vision),RESP-Bipap Vision Machinegegevens,0,1,0.69,APPROVED,EQUAL,Patrick Thoral,1710320702322,45880365,Assisted ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320694950,
17009-24,Herniorrhaphy,4,,4,Herniorrhaphy,17009,APACHEIV Post-operative gastro-intestinal,APACHEIV Post-operative gastro-intestinal,APACHE IV Diagnosen,0,24,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12376-2,BIPAP,170,,170,BIPAP,12376,Mode (Bipap Vision),Mode (Bipap Vision),RESP-Bipap Vision Machinegegevens,0,2,0.57,APPROVED,EQUAL,Patrick Thoral,1710320702956,4055262,Dual pressure spontaneous ventilation support,Procedure,MAPS_TO,,Patrick Thoral,1687042749254,
12376-2,BIPAP,170,,170,BIPAP,12376,Mode (Bipap Vision),Mode (Bipap Vision),RESP-Bipap Vision Machinegegevens,0,2,0.57,APPROVED,EQUAL,Patrick Thoral,1710320702956,45880365,Assisted ventilation,Meas Value,MAPS_TO,,Patrick Thoral,1710320698904,
14565-72,VU department VHEM 3b,16,,16,VU afdeling VHEM 3b,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,72,0.42,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
18588-1,Operative Cardiovascular,7201,,7201,Operatief Cardiovasculair,18588,Apache II Hoofdgroep,Apache II Hoofdgroep,APACHE II Diagnosen,0,1,0.85,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12497-1,+,162,,162,+,12497,Thoraxdrain4 Luchtlekkage,Th.drain4/LL,VB-Thoraxdrains,0,1,0.78,APPROVED,EQUAL,Patrick Thoral,1710320832549,9191,Positive,Meas Value,MAPS_TO,,Patrick Thoral,1710320828705,
12497-2,-,625,,625,-,12497,Thoraxdrain4 Luchtlekkage,Th.drain4/LL,VB-Thoraxdrains,0,2,0.78,APPROVED,EQUAL,Patrick Thoral,1710320866827,45878583,Negative,Meas Value,MAPS_TO,,Patrick Thoral,1710320855583,
12498-1,+,10,,10,+,12498,Thoraxdrain5 Luchtlekkage,Th.drain5/LL,VB-Thoraxdrains,0,1,0.78,APPROVED,EQUAL,Patrick Thoral,1710320835730,9191,Positive,Meas Value,MAPS_TO,,Patrick Thoral,1710320828705,
12498-2,-,102,,102,-,12498,Thoraxdrain5 Luchtlekkage,Th.drain5/LL,VB-Thoraxdrains,0,2,0.78,APPROVED,EQUAL,Patrick Thoral,1710320870209,45878583,Negative,Meas Value,MAPS_TO,,Patrick Thoral,1710320859486,
12499-1,+,8,,8,+,12499,Thoraxdrain6 Luchtlekkage,Th.drain6/LL,VB-Thoraxdrains,0,1,0.78,APPROVED,EQUAL,Patrick Thoral,1710320838840,9191,Positive,Meas Value,MAPS_TO,,Patrick Thoral,1710320828705,
14565-73,VU department VHON 6b,113,,113,VU afdeling VHON 6b,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,73,0.40,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
12499-2,-,35,,35,-,12499,Thoraxdrain6 Luchtlekkage,Th.drain6/LL,VB-Thoraxdrains,0,2,0.78,APPROVED,EQUAL,Patrick Thoral,1710320873204,45878583,Negative,Meas Value,MAPS_TO,,Patrick Thoral,1710320863754,
17004-25,"Poisoning, carbon monoxide, arsenic, cyanide",1,,1,"Poisoning, carbon monoxide, arsenic, cyanide",17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,25,0.47,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12500-1,Left,309,,309,Links,12500,Thoraxdrain4 Plaats,Th.drain4/Plaats,VB-Thoraxdrains,0,1,1.00,APPROVED,EQUAL,Patrick Thoral,1711076989815,4201871,Left pleura structure,Spec Anatomic Site,MAPS_TO,,Patrick Thoral,1711076953928,
12500-2,Right,352,,352,Rechts,12500,Thoraxdrain4 Plaats,Th.drain4/Plaats,VB-Thoraxdrains,0,2,1.00,APPROVED,EQUAL,Patrick Thoral,1711076990385,4264364,Right pleura structure,Spec Anatomic Site,MAPS_TO,,Patrick Thoral,1711076974540,
17009-25,"Inflammatory bowel disease, surgery for",1,,1,"Inflammatory bowel disease, surgery for",17009,APACHEIV Post-operative gastro-intestinal,APACHEIV Post-operative gastro-intestinal,APACHE IV Diagnosen,0,25,0.80,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
18588-2,Operative Gastrointestinal,1410,,1410,Operatief Gastro-Intestinaal,18588,Apache II Hoofdgroep,Apache II Hoofdgroep,APACHE II Diagnosen,0,2,0.78,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
14565-74,VU department VIG1 4C,64,,64,VU afdeling VIG1 4C,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,74,0.41,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
19637-12,"Unclear words (attempts at communication, but unclear)",180,,180,"Onduidelijke woorden (pogingen tot communicatie, maar onduidelijk)",19637,V_EMV_NICE_24uur,V_EMV_NICE_24uur,NICE-Overig,0,12,0.41,APPROVED,EQUAL,Patrick Thoral,1709161036457,45877601,Inappropriate words,Meas Value,MAPS_TO,,Patrick Thoral,1709161035745,
12500-3,Mediastinal,265,,265,Mediastinaal,12500,Thoraxdrain4 Plaats,Th.drain4/Plaats,VB-Thoraxdrains,0,3,1.00,APPROVED,EQUAL,Patrick Thoral,1711076991569,4216544,Mediastinal structure,Spec Anatomic Site,MAPS_TO,,Patrick Thoral,1711068880673,
12501-1,Left,165,,165,Links,12501,Thoraxdrain5 Plaats,T.drain5/Plaats,VB-Thoraxdrains,0,1,1.00,APPROVED,EQUAL,Patrick Thoral,1711076992177,4201871,Left pleura structure,Spec Anatomic Site,MAPS_TO,,Patrick Thoral,1711076959127,
12501-2,Right,13,,13,Rechts,12501,Thoraxdrain5 Plaats,T.drain5/Plaats,VB-Thoraxdrains,0,2,1.00,APPROVED,EQUAL,Patrick Thoral,1711076993008,4264364,Right pleura structure,Spec Anatomic Site,MAPS_TO,,Patrick Thoral,1711076980968,
17009-27,"Pancreatitis, surgery for",4,,4,"Pancreatitis, surgery for",17009,APACHEIV Post-operative gastro-intestinal,APACHEIV Post-operative gastro-intestinal,APACHE IV Diagnosen,0,27,0.61,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
14565-75,VU department VVAT 4B,17,,17,VU afdeling VVAT 4B,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,75,0.40,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
12502-1,Left,1,,1,Links,12502,Thoraxdrain6 Plaats,Th.drain6/Plaats,VB-Thoraxdrains,0,1,1.00,APPROVED,EQUAL,Patrick Thoral,1711076993671,4201871,Left pleura structure,Spec Anatomic Site,MAPS_TO,,Patrick Thoral,1711076962979,
19637-13,Confused conversation,639,,639,Verwarde conversatie,19637,V_EMV_NICE_24uur,V_EMV_NICE_24uur,NICE-Overig,0,13,0.68,APPROVED,EQUAL,Patrick Thoral,1709160894526,45883906,Confused,Meas Value,MAPS_TO,,<auto>,1687037783240,
12502-2,Right,42,,42,Rechts,12502,Thoraxdrain6 Plaats,Th.drain6/Plaats,VB-Thoraxdrains,0,2,1.00,APPROVED,EQUAL,Patrick Thoral,1711076994559,4264364,Right pleura structure,Spec Anatomic Site,MAPS_TO,,Patrick Thoral,1711076985884,
18588-3,Operative Hematological,15,,15,Operatief Hematologisch,18588,Apache II Hoofdgroep,Apache II Hoofdgroep,APACHE II Diagnosen,0,3,0.77,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12510-1,-,274,,274,-,12510,Thoraxdrain4 Transport,Th.drain4/Transport,VB-Thoraxdrains,0,1,0.78,APPROVED,EQUAL,Patrick Thoral,1710320898084,45878583,Negative,Meas Value,MAPS_TO,,Patrick Thoral,1710320892865,
12510-2,+,481,,481,+,12510,Thoraxdrain4 Transport,Th.drain4/Transport,VB-Thoraxdrains,0,2,0.78,APPROVED,EQUAL,Patrick Thoral,1710320933078,45884084,Positive,Meas Value,MAPS_TO,,Patrick Thoral,1710320927934,
17004-26,Seizures (primary-no structural brain disease),179,,179,Seizures (primary-no structural brain disease),17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,26,0.49,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12511-1,-,31,,31,-,12511,Thoraxdrain5 Transport,Th.drain5/Transport,VB-Thoraxdrains,0,1,0.78,APPROVED,EQUAL,Patrick Thoral,1710320898084,45878583,Negative,Meas Value,MAPS_TO,,Patrick Thoral,1710320892865,
14565-76,VU VINW department,8,,8,VU afdeling VINW,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,76,0.45,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
17009-28,peritoneal lavage,1,,1,Peritoneal lavage,17009,APACHEIV Post-operative gastro-intestinal,APACHEIV Post-operative gastro-intestinal,APACHE IV Diagnosen,0,28,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12511-2,+,66,,66,+,12511,Thoraxdrain5 Transport,Th.drain5/Transport,VB-Thoraxdrains,0,2,0.78,APPROVED,EQUAL,Patrick Thoral,1710320933078,45884084,Positive,Meas Value,MAPS_TO,,Patrick Thoral,1710320927934,
12512-1,-,7,,7,-,12512,Thoraxdrain6 Transport,Th.drain6/Transport,VB-Thoraxdrains,0,1,0.78,APPROVED,EQUAL,Patrick Thoral,1710320898084,45878583,Negative,Meas Value,MAPS_TO,,Patrick Thoral,1710320892865,
12512-2,+,13,,13,+,12512,Thoraxdrain6 Transport,Th.drain6/Transport,VB-Thoraxdrains,0,2,0.78,APPROVED,EQUAL,Patrick Thoral,1710320933078,45884084,Positive,Meas Value,MAPS_TO,,Patrick Thoral,1710320927934,
18588-4,Operative Renal,507,,507,Operatief Renaal,18588,Apache II Hoofdgroep,Apache II Hoofdgroep,APACHE II Diagnosen,0,4,0.68,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
14565-79,VU department VKNO 1c,10,,10,VU afdeling VKNO 1c,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,79,0.39,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
12513-1,- 5cm H2O,1,,1,- 5 cm H2O,12513,Thoraxdrain4 Zuigkracht,Th.drain4/cmH2O,VB-Thoraxdrains,0,1,0.40,APPROVED,EQUIVALENT,Patrick Thoral,1711322448206,4035566,Text value,Observation,MAPS_TO,,Patrick Thoral,1711322442910,
17009-29,"Peritonitis, surgery for",2,,2,"Peritonitis, surgery for",17009,APACHEIV Post-operative gastro-intestinal,APACHEIV Post-operative gastro-intestinal,APACHE IV Diagnosen,0,29,0.56,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12513-2,-10cm H2O,188,,188,-10 cm H2O,12513,Thoraxdrain4 Zuigkracht,Th.drain4/cmH2O,VB-Thoraxdrains,0,2,0.37,APPROVED,EQUAL,Patrick Thoral,1711320744814,4035566,Text value,Observation,MAPS_TO,,Patrick Thoral,1711320740348,
17009-32,Splenectomy,4,,4,Splenectomy,17009,APACHEIV Post-operative gastro-intestinal,APACHEIV Post-operative gastro-intestinal,APACHE IV Diagnosen,0,32,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12513-3,-15cm H2O,262,,262,-15 cm H2O,12513,Thoraxdrain4 Zuigkracht,Th.drain4/cmH2O,VB-Thoraxdrains,0,3,0.37,APPROVED,INEXACT,Patrick Thoral,1711321254903,4035566,Text value,Observation,MAPS_TO,,Patrick Thoral,1711321248013,
19637-14,Clear and adequate (communication possible),15509,,15509,Helder en adequaat (communicatie mogelijk),19637,V_EMV_NICE_24uur,V_EMV_NICE_24uur,NICE-Overig,0,14,0.46,APPROVED,EQUAL,Patrick Thoral,1709160840029,45877602,Oriented,Meas Value,MAPS_TO,,Patrick Thoral,1709160839387,
14565-80,VU department VLON 7c,25,,25,VU afdeling VLON 7c,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,80,0.45,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
17004-27,Subarachnoid hemorrhage/arteriovenous malformation,4,,4,Subarachnoid hemorrhage/arteriovenous malformation,17004,APACHEIV Non-operative neurologic,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,0,27,0.62,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
18588-5,Operative Metabolism,96,,96,Operatief Metabolisme,18588,Apache II Hoofdgroep,Apache II Hoofdgroep,APACHE II Diagnosen,0,5,0.75,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12513-4,-20cmH2O,223,,223,-20 cm H2O,12513,Thoraxdrain4 Zuigkracht,Th.drain4/cmH2O,VB-Thoraxdrains,0,4,0.36,APPROVED,INEXACT,Patrick Thoral,1711321422426,4035566,Text value,Observation,MAPS_TO,,Patrick Thoral,1711321415372,
19638-9,No reaction,9988,,9988,Geen reactie,19638,E_EMV_NICE_Opname,E_EMV_NICE_Opname,NICE-Overig,0,9,1.00,APPROVED,EQUAL,Patrick Thoral,1709161543114,45877537,No eye opening,Meas Value,MAPS_TO,,Patrick Thoral,1709161541890,
12513-5,-25cm H2O,17,,17,-25 cm H2O,12513,Thoraxdrain4 Zuigkracht,Th.drain4/cmH2O,VB-Thoraxdrains,0,5,0.41,APPROVED,EQUIVALENT,Patrick Thoral,1711321555709,4035566,Text value,Observation,MAPS_TO,,Patrick Thoral,1711321551496,
14565-81,VU department VMPU,10,,10,VU afdeling VMPU,14565,Verkeerde bed Ontslagbestemming,Verkeerde bed Ontslagbestemming,Patientenbestandparameters,0,81,0.47,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
12513-6,Water seal,155,,155,Waterslot,12513,Thoraxdrain4 Zuigkracht,Th.drain4/cmH2O,VB-Thoraxdrains,0,6,0.69,APPROVED,UNMATCHED,Patrick Thoral,1710321285226,0,Unmapped,,MAPS_TO,,,0,
18588-6,Operative Neurological,2139,,2139,Operatief Neurologisch,18588,Apache II Hoofdgroep,Apache II Hoofdgroep,APACHE II Diagnosen,0,6,0.76,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
