sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:source_concept,ADD_INFO:item,ADD_INFO:itemid,ADD_INFO:valueid,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
13126-3,Urology (other),445,,Urologie (overige),D_Algemene chirurgie_Urogenitaal,13126,3,0.36,APPROVED,EQUAL,Patrick Thoral,1711238452151,197331,Disorder of urinary tract,Condition,MAPS_TO,,Patrick Thoral,1685386013280,
13126-3,Urology (other),445,,Urologie (overige),D_Algemene chirurgie_Urogenitaal,13126,3,0.36,APPROVED,EQUAL,Patrick Thoral,1711238452151,4213128,Urinary tract operations,Procedure,MAPS_TO,,Patrick Thoral,1711238449357,
18669-6,Operative Cardiovascular - Chron. cardiovascular disease,2568,,Operatief Cardiovasculair - Chron. cardiovasculaire ziekte,NICE APACHEII diagnosen,18669,6,0.65,APPROVED,EQUAL,Patrick Thoral,1711235354954,4028244,Chronic disease of cardiovascular system,Condition,MAPS_TO,,Patrick Thoral,1685379098243,
18669-6,Operative Cardiovascular - Chron. cardiovascular disease,2568,,Operatief Cardiovasculair - Chron. cardiovasculaire ziekte,NICE APACHEII diagnosen,18669,6,0.65,APPROVED,EQUAL,Patrick Thoral,1711235354954,4012185,Cardiovascular surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711235343487,
13136-3,Urosepsis,197,,Urosepsis,D_Interne Geneeskunde_Infectieziekten,13136,3,0.86,APPROVED,EQUAL,Patrick Thoral,1711230662385,132797,Sepsis,Condition,MAPS_TO,,<auto>,1685372502218,
13136-3,Urosepsis,197,,Urosepsis,D_Interne Geneeskunde_Infectieziekten,13136,3,0.86,APPROVED,EQUAL,Patrick Thoral,1711230662385,81902,Urinary tract infectious disease,Condition,MAPS_TO,,Patrick Thoral,1685397514896,
17015-15,Thoracotomy for other malignancy in chest,19,,Thoracotomy for other malignancy in chest,APACHEIV Post-operative respiratory,17015,15,0.42,APPROVED,EQUAL,Patrick Thoral,1711241185096,35610164,Malignant neoplasm of respiratory tract,Condition,MAPS_TO,,Patrick Thoral,1710012827382,
17015-15,Thoracotomy for other malignancy in chest,19,,Thoracotomy for other malignancy in chest,APACHEIV Post-operative respiratory,17015,15,0.42,APPROVED,EQUAL,Patrick Thoral,1711241185096,4073393,Opening of chest,Procedure,MAPS_TO,,Patrick Thoral,1711241183012,
17038-53,"Face only trauma, surgery for",1,,"Face only trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,53,0.40,APPROVED,EQUAL,Patrick Thoral,1711231499719,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710018828923,
17038-53,"Face only trauma, surgery for",1,,"Face only trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,53,0.40,APPROVED,EQUAL,Patrick Thoral,1711231499719,444191,Injury of face,Condition,MAPS_TO,,Patrick Thoral,1710018896150,
17038-53,"Face only trauma, surgery for",1,,"Face only trauma, surgery for",SEC_APACHEIV Post-operative trauma,17038,53,0.40,APPROVED,EQUAL,Patrick Thoral,1711231499719,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711231480050,
18608-9,"Intracerebral, subdural, subarachnoid haematoma",59,,"Intracerebr, subduraal, subarachnoidaal haematoom",SEC_Apache II Non-Operatief Neurologisch,18608,9,0.62,APPROVED,EQUAL,Patrick Thoral,1711230511358,42872434,Intracranial hematoma,Condition,MAPS_TO,,Patrick Thoral,1710022506490,
17015-6,"Cancer-laryngeal/tracheal, surgery for",19,,"Cancer-laryngeal/tracheal, surgery for",APACHEIV Post-operative respiratory,17015,6,0.48,APPROVED,EQUAL,Patrick Thoral,1711241701223,4178968,Malignant tumor of larynx,Condition,MAPS_TO,,<auto>,1685372502681,
17015-6,"Cancer-laryngeal/tracheal, surgery for",19,,"Cancer-laryngeal/tracheal, surgery for",APACHEIV Post-operative respiratory,17015,6,0.48,APPROVED,EQUAL,Patrick Thoral,1711241701223,4217829,Laryngectomy,Procedure,MAPS_TO,,Patrick Thoral,1711241698887,
17001-9,"Leukemia, others",5,,"Leukemia, other",APACHEIV  Non-operative haematological,17001,9,0.74,APPROVED,EQUAL,Patrick Thoral,1711230694213,317510,Leukemia,Condition,MAPS_TO,,<auto>,1685372502943,
13120-3,Vascular surgery peripheral,349,,Vaatchirurgie perifeer,D_Algemene chirurgie_Vaatchirurgie,13120,3,0.60,APPROVED,EQUAL,Patrick Thoral,1711244213672,321052,Peripheral vascular disease,Condition,MAPS_TO,,Patrick Thoral,1685394808125,
13120-3,Vascular surgery peripheral,349,,Vaatchirurgie perifeer,D_Algemene chirurgie_Vaatchirurgie,13120,3,0.60,APPROVED,EQUAL,Patrick Thoral,1711244213672,4295278,Peripheral arterial bypass,Procedure,MAPS_TO,,Patrick Thoral,1711244212198,
18673-597,Non-operative neurologic - Subarachnoid hemorrhage/intracranial aneurysm,7,,Non-operative neurologic - Subarachnoid hemorrhage/intracranial aneurysm,NICE SEC APACHEIV diagnosen,18673,597,0.68,APPROVED,EQUAL,Patrick Thoral,1711230545286,4046365,Subarachnoid hemorrhage due to ruptured aneurysm,Condition,MAPS_TO,,Patrick Thoral,1710027282111,
18671-418,"Post-operative trauma - Abdomen/extremity trauma, surgery for",57,,"Post-operative trauma - Abdomen/extremity trauma, surgery for",NICE APACHEIV diagnosen,18671,418,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18671-418,"Post-operative trauma - Abdomen/extremity trauma, surgery for",57,,"Post-operative trauma - Abdomen/extremity trauma, surgery for",NICE APACHEIV diagnosen,18671,418,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710015309211,
18671-418,"Post-operative trauma - Abdomen/extremity trauma, surgery for",57,,"Post-operative trauma - Abdomen/extremity trauma, surgery for",NICE APACHEIV diagnosen,18671,418,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,133468,Disorder of limb,Condition,MAPS_TO,,Patrick Thoral,1710015698746,
18671-418,"Post-operative trauma - Abdomen/extremity trauma, surgery for",57,,"Post-operative trauma - Abdomen/extremity trauma, surgery for",NICE APACHEIV diagnosen,18671,418,0.51,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
17029-87,Cardiac arrest (with or without respiratory arrest; for respiratory arrest see,5,,Cardiac arrest (with or without respiratory arrest; for respiratory arrest see,SEC_APACHEIV Post-operative cardiovascular,17029,87,0.54,APPROVED,EQUAL,Patrick Thoral,1711234557456,4120088,Cardiac arrest with successful resuscitation,Condition,MAPS_TO,,Patrick Thoral,1696502754197,
17029-87,Cardiac arrest (with or without respiratory arrest; for respiratory arrest see,5,,Cardiac arrest (with or without respiratory arrest; for respiratory arrest see,SEC_APACHEIV Post-operative cardiovascular,17029,87,0.54,APPROVED,EQUAL,Patrick Thoral,1711234557456,4012185,Cardiovascular surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711234550727,
17030-53,"GI Perforation/rupture, surgery for",15,,"GI Perforation/rupture, surgery for",SEC_APACHEIV Post-operative gastro-intestinal,17030,53,0.32,APPROVED,EQUAL,Patrick Thoral,1711239562431,4202064,Gastrointestinal perforation,Condition,MAPS_TO,,Patrick Thoral,1710019481006,
17030-53,"GI Perforation/rupture, surgery for",15,,"GI Perforation/rupture, surgery for",SEC_APACHEIV Post-operative gastro-intestinal,17030,53,0.32,APPROVED,EQUAL,Patrick Thoral,1711239562431,4314251,Laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711239556729,
16999-6,"Cancer, colon/rectal",17,,"Cancer, colon/rectal",APACHE IV Non-operative Gastro-intestinal,16999,6,0.63,APPROVED,EQUAL,Patrick Thoral,1711230694213,37168850,Colorectal cancer,Condition,MAPS_TO,,Patrick Thoral,1711093904812,
16646-6,Orthopedic Surgery (Respiratory Monitoring),6,,Orthopedische chirurgie (respiratoire bewaking),DMC_Algemene chirurgie_Orthopedische chirurgie,16646,6,0.40,APPROVED,EQUAL,Patrick Thoral,1711237666384,4244662,Disorder of musculoskeletal system,Condition,MAPS_TO,,Patrick Thoral,1710030594376,
16646-6,Orthopedic Surgery (Respiratory Monitoring),6,,Orthopedische chirurgie (respiratoire bewaking),DMC_Algemene chirurgie_Orthopedische chirurgie,16646,6,0.40,APPROVED,EQUAL,Patrick Thoral,1711237666384,320136,Disorder of respiratory system,Condition,MAPS_TO,,Patrick Thoral,1710030635154,
16646-6,Orthopedic Surgery (Respiratory Monitoring),6,,Orthopedische chirurgie (respiratoire bewaking),DMC_Algemene chirurgie_Orthopedische chirurgie,16646,6,0.40,APPROVED,EQUAL,Patrick Thoral,1711237666384,4010109,Operation on joint,Procedure,MAPS_TO,,Patrick Thoral,1711237661601,
18673-796,"Post-operative hematology - Lymphoma Hodgkins, surgery for (including staging)",1,,"Post-operative hematology - Lymphoma Hodgkins, surgery for (including staging)",NICE SEC APACHEIV diagnosen,18673,796,0.44,APPROVED,EQUAL,Patrick Thoral,1711240120284,4038835,Hodgkin's disease (clinical),Condition,MAPS_TO,,<auto>,1685372503393,
18673-796,"Post-operative hematology - Lymphoma Hodgkins, surgery for (including staging)",1,,"Post-operative hematology - Lymphoma Hodgkins, surgery for (including staging)",NICE SEC APACHEIV diagnosen,18673,796,0.44,APPROVED,EQUAL,Patrick Thoral,1711240120284,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711240119660,
18673-728,Post-operative cardiovascular - Thrombectomy (with general anaesthesia),1,,Post-operative cardiovascular - Thrombectomy (with general anesthesia),NICE SEC APACHEIV diagnosen,18673,728,0.40,APPROVED,EQUAL,Patrick Thoral,1711243436360,3654996,Peripheral arterial disease,Condition,MAPS_TO,,Patrick Thoral,1710032740910,
18673-728,Post-operative cardiovascular - Thrombectomy (with general anaesthesia),1,,Post-operative cardiovascular - Thrombectomy (with general anesthesia),NICE SEC APACHEIV diagnosen,18673,728,0.40,APPROVED,EQUAL,Patrick Thoral,1711243436360,4287324,Thrombectomy of artery,Procedure,MAPS_TO,,Patrick Thoral,1711243434241,
16662-9,Neurosurgical Trauma,61,,Neurochirurgisch Trauma,DMC_Neurochirurgie_Overige,16662,9,0.57,APPROVED,EQUAL,Patrick Thoral,1711246628941,4132546,Traumatic brain injury,Condition,MAPS_TO,,Patrick Thoral,1696505767418,
16662-9,Neurosurgical Trauma,61,,Neurochirurgisch Trauma,DMC_Neurochirurgie_Overige,16662,9,0.57,APPROVED,EQUAL,Patrick Thoral,1711246628941,4041193,Operation on nervous system,Procedure,MAPS_TO,,Patrick Thoral,1711246627229,
16653-16,Angina pectoris/myocardial infarction,4,,Angina pectoris/myocardinfarct,DMC_Interne Geneeskunde_Cardiovasculair,16653,16,0.69,APPROVED,EQUAL,Patrick Thoral,1711230623660,4329847,Myocardial infarction,Condition,MAPS_TO,,<auto>,1685372503545,
17007-4,Abdomen/multiple trauma,6,,Abdomen/multiple trauma,APACHEIV Non-operative trauma,17007,4,0.63,APPROVED,EQUAL,Patrick Thoral,1711230694213,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019623061,
17007-4,Abdomen/multiple trauma,6,,Abdomen/multiple trauma,APACHEIV Non-operative trauma,17007,4,0.63,APPROVED,EQUAL,Patrick Thoral,1711230694213,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710019786088,
17007-4,Abdomen/multiple trauma,6,,Abdomen/multiple trauma,APACHEIV Non-operative trauma,17007,4,0.63,APPROVED,EQUAL,Patrick Thoral,1711230694213,4096313,Multiple injuries,Condition,MAPS_TO,,Patrick Thoral,1710020525389,
17005-6,"Cancer, laryngeal",10,,"Cancer, laryngeal",APACHEIV Non-operative respiratory,17005,6,0.83,APPROVED,EQUAL,Patrick Thoral,1711230694213,4178968,Malignant tumor of larynx,Condition,MAPS_TO,,<auto>,1685372503753,
13121-6,Trial laparotomy,325,,Proeflaparotomie,D_Algemene chirurgie_Buikchirurgie,13121,6,0.48,APPROVED,EQUAL,Patrick Thoral,1711231779829,4241033,Acute abdomen,Condition,MAPS_TO,,Patrick Thoral,1685388575087,
13121-6,Trial laparotomy,325,,Proeflaparotomie,D_Algemene chirurgie_Buikchirurgie,13121,6,0.48,APPROVED,EQUAL,Patrick Thoral,1711231779829,4253523,Exploratory laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711231776267,
18673-847,"Post-operative respiratory - Thoracotomy for benign tumor (i.e. mediastinal chest wall mass, thymectomy)",1,,"Post-operative respiratory - Thoracotomy for benign tumor (i.e. mediastinal chest wall mass, thymectomy)",NICE SEC APACHEIV diagnosen,18673,847,0.35,APPROVED,EQUAL,Patrick Thoral,1711234163826,4240153,Benign neoplasm of respiratory tract,Condition,MAPS_TO,,<auto>,1685372503931,
18673-847,"Post-operative respiratory - Thoracotomy for benign tumor (i.e. mediastinal chest wall mass, thymectomy)",1,,"Post-operative respiratory - Thoracotomy for benign tumor (i.e. mediastinal chest wall mass, thymectomy)",NICE SEC APACHEIV diagnosen,18673,847,0.35,APPROVED,EQUAL,Patrick Thoral,1711234163826,4073393,Opening of chest,Procedure,MAPS_TO,,Patrick Thoral,1711234160977,
18673-598,"Nonoperative respiratory - Apnea, sleep",3,,"Non-operative respiratory - Apnea, sleep",NICE SEC APACHEIV diagnosen,18673,598,0.53,APPROVED,EQUAL,Patrick Thoral,1711230545286,313459,Sleep apnea,Condition,MAPS_TO,,Patrick Thoral,1710027340633,
16647-9,Kidney and pancreas transplant,3,,Nier en pancreastransplantatie,DMC_Algemene chirurgie_Transplantatie chirurgie,16647,9,0.63,APPROVED,EQUAL,Patrick Thoral,1711235435797,37018761,Chronic kidney disease stage 5 with transplant,Condition,MAPS_TO,,Patrick Thoral,1711228574259,
16647-9,Kidney and pancreas transplant,3,,Nier en pancreastransplantatie,DMC_Algemene chirurgie_Transplantatie chirurgie,16647,9,0.63,APPROVED,EQUAL,Patrick Thoral,1711235435797,201254,Type 1 diabetes mellitus,Condition,MAPS_TO,,Patrick Thoral,1711228852497,
16647-9,Kidney and pancreas transplant,3,,Nier en pancreastransplantatie,DMC_Algemene chirurgie_Transplantatie chirurgie,16647,9,0.63,APPROVED,EQUAL,Patrick Thoral,1711235435797,4322471,Transplant of kidney,Procedure,MAPS_TO,,Patrick Thoral,1711235388660,
16647-9,Kidney and pancreas transplant,3,,Nier en pancreastransplantatie,DMC_Algemene chirurgie_Transplantatie chirurgie,16647,9,0.63,APPROVED,EQUAL,Patrick Thoral,1711235435797,4266668,Transplantation of pancreas,Procedure,MAPS_TO,,Patrick Thoral,1711235432386,
18610-16,Asthma or allergy,5,,Asthma of allergie,SEC_Apache II Non-Operatief Respiratoir,18610,16,0.69,APPROVED,EQUAL,Patrick Thoral,1711230511358,317009,Asthma,Condition,MAPS_TO,,<auto>,1685372504249,
18610-16,Asthma or allergy,5,,Asthma of allergie,SEC_Apache II Non-Operatief Respiratoir,18610,16,0.69,APPROVED,EQUAL,Patrick Thoral,1711230511358,441202,Anaphylaxis,Observation,MAPS_TO,,Patrick Thoral,1696501564652,
18616-6,Renal transplant,9,,Renaal transplantatie,SEC_Apache II Operatief Renaal,18616,6,0.75,APPROVED,EQUAL,Patrick Thoral,1711235405169,37018761,Chronic kidney disease stage 5 with transplant,Condition,MAPS_TO,,Patrick Thoral,1711228574259,
18616-6,Renal transplant,9,,Renaal transplantatie,SEC_Apache II Operatief Renaal,18616,6,0.75,APPROVED,EQUAL,Patrick Thoral,1711235405169,4322471,Transplant of kidney,Procedure,MAPS_TO,,Patrick Thoral,1711235388660,
17017-4,"Abdomen/multiple trauma, surgery for",17,,"Abdomen/multiple trauma, surgery for",APACHEIV Post-operative trauma,17017,4,0.53,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710019623061,
17017-4,"Abdomen/multiple trauma, surgery for",17,,"Abdomen/multiple trauma, surgery for",APACHEIV Post-operative trauma,17017,4,0.53,APPROVED,EQUAL,Patrick Thoral,1711248222024,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710019786088,
17017-4,"Abdomen/multiple trauma, surgery for",17,,"Abdomen/multiple trauma, surgery for",APACHEIV Post-operative trauma,17017,4,0.53,APPROVED,EQUAL,Patrick Thoral,1711248222024,4096313,Multiple injuries,Condition,MAPS_TO,,Patrick Thoral,1710020525389,
17017-4,"Abdomen/multiple trauma, surgery for",17,,"Abdomen/multiple trauma, surgery for",APACHEIV Post-operative trauma,17017,4,0.53,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18671-419,"Post-operative trauma - Abdomen/face trauma, surgery for",6,,"Post-operative trauma - Abdomen/face trauma, surgery for",NICE APACHEIV diagnosen,18671,419,0.52,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18671-419,"Post-operative trauma - Abdomen/face trauma, surgery for",6,,"Post-operative trauma - Abdomen/face trauma, surgery for",NICE APACHEIV diagnosen,18671,419,0.52,APPROVED,EQUAL,Patrick Thoral,1711248222024,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710015320171,
18671-419,"Post-operative trauma - Abdomen/face trauma, surgery for",6,,"Post-operative trauma - Abdomen/face trauma, surgery for",NICE APACHEIV diagnosen,18671,419,0.52,APPROVED,EQUAL,Patrick Thoral,1711248222024,444191,Injury of face,Condition,MAPS_TO,,Patrick Thoral,1710015708100,
18671-419,"Post-operative trauma - Abdomen/face trauma, surgery for",6,,"Post-operative trauma - Abdomen/face trauma, surgery for",NICE APACHEIV diagnosen,18671,419,0.52,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18669-53,Nonoperative Respiratory - Noncardiogenic Pulmonary Edema,151,,Non-operatief Respiratoir - Niet-cardiogene long oedeem,NICE APACHEII diagnosen,18669,53,0.72,APPROVED,EQUAL,Patrick Thoral,1711230600603,4317285,Non-cardiogenic pulmonary edema,Condition,MAPS_TO,,Patrick Thoral,1710028161487,
18673-801,Post-operative metabolic - Thyroidectomy,4,,Post-operative metabolic - Thyroidectomy,NICE SEC APACHEIV diagnosen,18673,801,0.52,APPROVED,EQUAL,Patrick Thoral,1711238416221,141253,Disorder of thyroid gland,Condition,MAPS_TO,,Patrick Thoral,1710034164010,
18673-801,Post-operative metabolic - Thyroidectomy,4,,Post-operative metabolic - Thyroidectomy,NICE SEC APACHEIV diagnosen,18673,801,0.52,APPROVED,EQUAL,Patrick Thoral,1711238416221,4030107,Thyroidectomy,Procedure,MAPS_TO,,Patrick Thoral,1711238412540,
16998-6,Cardiac arrest (with or without respiratory arrest;,1088,,Cardiac arrest (with or without respiratory arrest; ,APACHE IV Non-operative cardiovascular,16998,6,0.59,APPROVED,EQUAL,Patrick Thoral,1711230694213,44783658,Cardiorespiratory arrest with successful resuscitation,Condition,MAPS_TO,,Patrick Thoral,1685380568304,
17000-6,"Renal failure, acute",96,,"Renal failure, acute",APACHE IV Non-operative genitourinary,17000,6,0.83,APPROVED,EQUAL,Patrick Thoral,1711230694213,197320,Acute kidney injury,Condition,MAPS_TO,,<auto>,1685372505026,
18670-87,Nonoperative Cardiovascular - Thoracic or abdominal aneurysm,15,,Non-operatief Cardiovasculair - Thoracaal of abdominaal aneurysma,NICE SEC APACHEII diagnosen,18670,87,0.52,APPROVED,EQUAL,Patrick Thoral,1711230562181,317585,Aortic aneurysm,Condition,MAPS_TO,,Patrick Thoral,1710025388689,
17008-16,CABG redo with valve repair/replacement,76,,CABG redo with valve repair/replacement,APACHEIV Post-operative cardiovascular,17008,16,0.31,APPROVED,EQUAL,Patrick Thoral,1711236464099,317576,Coronary arteriosclerosis,Condition,MAPS_TO,,Patrick Thoral,1696502356404,
17008-16,CABG redo with valve repair/replacement,76,,CABG redo with valve repair/replacement,APACHEIV Post-operative cardiovascular,17008,16,0.31,APPROVED,EQUAL,Patrick Thoral,1711236464099,4281749,Heart valve disorder,Condition,MAPS_TO,,Patrick Thoral,1696502369946,
17008-16,CABG redo with valve repair/replacement,76,,CABG redo with valve repair/replacement,APACHEIV Post-operative cardiovascular,17008,16,0.31,APPROVED,EQUAL,Patrick Thoral,1711236464099,4020216,Revision of bypass for coronary artery,Procedure,MAPS_TO,,Patrick Thoral,1711236335255,
17008-16,CABG redo with valve repair/replacement,76,,CABG redo with valve repair/replacement,APACHEIV Post-operative cardiovascular,17008,16,0.31,APPROVED,EQUAL,Patrick Thoral,1711236464099,4249161,Operation on heart valve,Procedure,MAPS_TO,,Patrick Thoral,1711236460786,
18673-730,Postoperative cardiovascular - Tricuspid valve surgery,23,,Post-operative cardiovascular - Tricuspid valve surgery,NICE SEC APACHEIV diagnosen,18673,730,0.50,APPROVED,EQUAL,Patrick Thoral,1711247585821,316993,Tricuspid valve disorder,Condition,MAPS_TO,,Patrick Thoral,1710032759865,
