sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
17055,anisoplania (blood),1135,,1135,,,,anisoplanie (bloed),anisoplanie (bloed),LAB-Hem-bloed,1,0.24,UNCHECKED,UNREVIEWED,,0,3041631,Isopropanol [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596085696,
12242,1 SB-6 Verz (blood),1579,,1579,,,,1 SB-6 Verz (bloed),1 SB-6 Verz (bloed),LAB-Divers-bloed,1,0.20,UNCHECKED,UNREVIEWED,,0,3030193,HPA-6 [Type] in Blood,Measurement,MAPS_TO,,<auto>,1687596085804,
17521,M. genus DNA PCR (perica.fluid),1,,1,,,,M. genus DNA PCR (perica.vocht),M. genus DNA PCR (perica.vocht),LAB-Viro-Micro-perica.vocht,1,0.19,UNCHECKED,UNREVIEWED,,0,42528692,Cytomegalovirus DNA [Presence] in Saliva (oral fluid) by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596085810,
17177,Chlamydia pneumoniae DNA PCR (punctate),1,,1,,,,Chlamydia pneumoniae DNA PCR (punctaat),Chlamydia pneumoniae DNA PCR (punctaat),LAB-Viro-Micro-punctaat,1,0.45,UNCHECKED,UNREVIEWED,,0,1988651,Chlamydophila pneumoniae Ab panel - Serum,Measurement,MAPS_TO,,<auto>,1687596085958,
12243,2 SB-6 Verz (blood),77,,77,,,,2 SB-6 Verz (bloed),2 SB-6 Verz (bloed),LAB-Divers-bloed,1,0.20,UNCHECKED,UNREVIEWED,,0,3030193,HPA-6 [Type] in Blood,Measurement,MAPS_TO,,<auto>,1687596086188,
17056,Anti HBsAg (blood),101,,101,,,,Anti HBsAg (bloed),Anti HBsAg (bloed),LAB-Viro-Micro-bloed,1,0.21,APPROVED,EQUAL,Patrick Thoral,1696455719697,3006453,Hepatitis B virus surface Ab [Presence] in Serum by Immunoassay,Measurement,MAPS_TO,,Patrick Thoral,1696455718501,
17366,howell-jolly corpuscles (blood),27,,27,,,,howell-jolly lichaampjes (bloed),howell-jolly lichaampjes (bloed),LAB-Hem-bloed,1,0.57,UNCHECKED,UNREVIEWED,,0,3002620,Howell-Jolly bodies [Presence] in Blood by Light microscopy,Measurement,MAPS_TO,,<auto>,1687596086433,
12244,3 SB-6 Verz (blood),48,,48,,,,3 SB-6 Verz (bloed),3 SB-6 Verz (bloed),LAB-Divers-bloed,1,0.20,UNCHECKED,UNREVIEWED,,0,3030193,HPA-6 [Type] in Blood,Measurement,MAPS_TO,,<auto>,1687596086563,
19074,Shigatoxin PCR (faeces),14,,14,,,,Shigatoxine PCR (faeces),Shigatoxine PCR (faeces),LAB-Viro-Micro-faeces,1,0.18,UNCHECKED,UNREVIEWED,,0,3033217,Shiga toxin stx gene [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596086648,
17180,Chlamydia psittaci IgG test value (blood),1,,1,,,,Chlamydia  psittaci IgG testwaarde (bloed),Chlamydia  psittaci IgG testwaarde (bloed),LAB-Viro-Micro-bloed,1,0.52,UNCHECKED,UNREVIEWED,,0,3018523,Chlamydophila psittaci IgG Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596086760,
14219,Porphyrin typing (urine),1,,1,,,,Porfyrine typering (urine),Porfyrine typering (urine),LAB-Chem-urine,1,0.32,UNCHECKED,UNREVIEWED,,0,3012844,Porphyrins [Presence] in Urine,Measurement,MAPS_TO,,<auto>,1687596086952,
17525,M. tuberculosis DNA PCR (ascitic fluid),4,,4,,,,M. tuberculosis DNA PCR (ascitesvocht),M. tuberculosis DNA PCR (ascitesvocht),LAB-Viro-Micro-ascites,1,0.39,UNCHECKED,UNREVIEWED,,0,3024296,Mycobacterium tuberculosis DNA [Presence] in Gastric fluid by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596086965,
17367,HSV DNA PCR (biopsy),1,,1,,,,HSV DNA PCR (biopt),HSV DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.42,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596087060,
17057,Anti Streptolysin-O (blood),8,,8,,,,Anti Streptolysine-O (bloed),Anti Streptolysine-O (bloed),LAB-Divers-bloed,1,0.27,UNCHECKED,UNREVIEWED,,0,3028050,Streptolysin O Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596087287,
14220,PORF type (sat. urine),1,,1,,,,PORF-typ (verz. urine),PORF-typ-vur,LAB-Chem-verz. urine,1,0.31,UNCHECKED,UNREVIEWED,,0,3007612,Type of Urine tube,Measurement,MAPS_TO,,<auto>,1687596087451,
17181,Chlamydia psittaci IgM test value (blood),1,,1,,,,Chlamydia  psittaci IgM testwaarde (bloed),Chlamydia  psittaci IgM testwaarde (bloed),LAB-Viro-Micro-bloed,1,0.52,UNCHECKED,UNREVIEWED,,0,3014520,Chlamydophila psittaci IgM Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596087548,
14278,Nitrite (urine),9472,,9472,,,,Nitriet (urine),Nitriet (urine),LAB-Chem-urine,1,0.31,APPROVED,EQUAL,Patrick Thoral,1687597968060,3042812,Nitrite [Presence] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1687597966792,
17058,Ascaris lumbricoides IgG (blood),3,,3,,,,Ascaris lumbricoides IgG (bloed),Ascaris lumbricoides IgG (bloed),LAB-Viro-Micro-bloed,1,0.55,UNCHECKED,UNREVIEWED,,0,3038407,Ascaris lumbricoides IgG Ab [Units/volume] in Serum,Measurement,MAPS_TO,,<auto>,1687596087892,
19076,Listeria genus DNA PCR (faeces),1,,1,,,,Listeria genus DNA PCR (faeces),Listeria genus DNA PCR (faeces),LAB-Viro-Micro-faeces,1,0.30,UNCHECKED,UNREVIEWED,,0,1988961,Enterococcus faecalis DNA [Presence] in Urine by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596087917,
17526,M. tuberculosis DNA PCR (br.scopy),20,,20,,,,M. tuberculosis DNA PCR (br.scopie),M. tuberculosis DNA PCR (br.scopie),LAB-Viro-Micro-br.scopie,1,0.28,UNCHECKED,UNREVIEWED,,0,3028393,Mycobacterium tuberculosis DNA [Presence] in Semen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596087946,
17368,HSV DNA PCR (vesicle v.),8,,8,,,,HSV DNA PCR (blaasjesv.),HSV DNA PCR (blaasjesv.),LAB-Viro-Micro-blaasjes,1,0.37,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596088078,
14281,Leuco Jellyfish (urine),9475,,9475,,,,Leuco Kwal (urine),Leuco Kwal (urine),LAB-Urine-urine,1,0.34,APPROVED,EQUAL,Patrick Thoral,1687597934259,3045414,Leukocytes [Presence] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1687597932938,
17182,Chlamydia psittaci DNA PCR (blood),5,,5,,,,Chlamydia psittaci DNA PCR (bloed),Chlamydia psittaci DNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.43,UNCHECKED,UNREVIEWED,,0,3010339,Chlamydophila psittaci DNA [Presence] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596088303,
17369,HSV DNA PCR (blood),1,,1,,,,HSV DNA PCR (bloed),HSV DNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.45,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596088704,
19077,HSV DNA PCR (skin rash),5,,5,,,,HSV DNA PCR (huiduitstr.),HSV DNA PCR (huiduitstr.),LAB-Viro-Micro-huiduitstr.,1,0.44,UNCHECKED,UNREVIEWED,,0,3023965,Herpes simplex virus identified in Skin by Organism specific culture,Measurement,MAPS_TO,,<auto>,1687596088891,
17187,Chlamydia psittaci IgG (blood),1,,1,,,,Chlamydia  psittaci IgG (bloed),Chlamydia  psittaci IgG (bloed),LAB-Viro-Micro-bloed,1,0.57,UNCHECKED,UNREVIEWED,,0,3018523,Chlamydophila psittaci IgG Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596088922,
17528,M. tuberculosis DNA PCR (drain),2,,2,,,,M. tuberculosis DNA PCR (drain),M. tuberculosis DNA PCR (drain),LAB-Viro-Micro-diversen,1,0.33,UNCHECKED,UNREVIEWED,,0,3028393,Mycobacterium tuberculosis DNA [Presence] in Semen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596088944,
14297,Bomb calorim. (faeces),24,,24,,,,Bomcalorim. (faeces),Bomcalorim. (faeces),LAB-Chem-faeces,1,0.14,UNCHECKED,UNREVIEWED,,0,3015273,Consistency of Stool,Measurement,MAPS_TO,,<auto>,1687596088965,
17059,Aspergillus precipitin antibodies (blood),2,,2,,,,Aspergillus precipitine antistoffen (bloed),Aspergillus precipitine antistoffen (bloed),LAB-Viro-Micro-bloed,1,0.21,UNCHECKED,UNREVIEWED,,0,3008536,Aspergillus sp Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596089136,
17370,HSV DNA PCR (br.-alv.lav),9,,9,,,,HSV DNA PCR (br.-alv.lav),HSV DNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.31,UNCHECKED,UNREVIEWED,,0,21492506,Left ventricular lateral anterior Segmental wall motion by Cardiac angiogram,Measurement,MAPS_TO,,<auto>,1687596089380,
14305,EDTA-CL.1 (blood),160,,160,,,,EDTA-KL.1 (bloed),EDTA-KL.1 (bloed),LAB-Chem-diversen,1,0.20,UNCHECKED,UNREVIEWED,,0,3006387,Lead [Mass/volume] in Urine --post EDTA therapy,Measurement,MAPS_TO,,<auto>,1687596089436,
17188,Chlamydia psittaci IgM (blood),1,,1,,,,Chlamydia  psittaci IgM (bloed),Chlamydia  psittaci IgM (bloed),LAB-Viro-Micro-bloed,1,0.57,UNCHECKED,UNREVIEWED,,0,3014520,Chlamydophila psittaci IgM Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596089497,
17529,M. tuberculosis DNA PCR (faeces),1,,1,,,,M. tuberculosis DNA PCR (faeces),M. tuberculosis DNA PCR (faeces),LAB-Viro-Micro-faeces,1,0.32,UNCHECKED,UNREVIEWED,,0,3028393,Mycobacterium tuberculosis DNA [Presence] in Semen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596089827,
17378,HSV DNA PCR (sputum),1,,1,,,,HSV DNA PCR (sputum),HSV DNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.44,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596089952,
17060,"Australis, Australis, Ballico (blood)",6,,6,,,,"Australis, Australis, Ballico (bloed)","Australis, Australis, Ballico (bloed)",LAB-Viro-Micro-bloed,1,0.25,UNCHECKED,UNREVIEWED,,0,3006374,Rickettsia australis Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596089973,
14307,EDTA-GR.1 (blood),110,,110,,,,EDTA-GR.1 (bloed),EDTA-GR.1 (bloed),LAB-Chem-diversen,1,0.20,UNCHECKED,UNREVIEWED,,0,3006387,Lead [Mass/volume] in Urine --post EDTA therapy,Measurement,MAPS_TO,,<auto>,1687596090066,
19078,HSV type 2 DNA PCR (skin rash),22,,22,,,,HSV type 2 DNA PCR (huiduitstr.),HSV type 2 DNA PCR (huiduitstr.),LAB-Viro-Micro-huiduitstr.,1,0.34,UNCHECKED,UNREVIEWED,,0,37019933,Herpes simplex virus 1 and 2 DNA panel - Skin by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596090090,
17192,Conclusion ALP (bone marrow),9,,9,,,,Conclusie ALP (beenmerg),Conclusie ALP (beenmerg),LAB-Hem-beenmerg,1,0.29,UNCHECKED,UNREVIEWED,,0,3048879,Bone marrow aspiration report,Measurement,MAPS_TO,,<auto>,1687596090448,
14308,EDTA-GR.2 (blood),42,,42,,,,EDTA-GR.2 (bloed),EDTA-GR.2 (bloed),LAB-Chem-diversen,1,0.20,UNCHECKED,UNREVIEWED,,0,3006387,Lead [Mass/volume] in Urine --post EDTA therapy,Measurement,MAPS_TO,,<auto>,1687596090667,
17531,M. tuberculosis DNA PCR (joint pointate),14,,14,,,,M. tuberculosis DNA PCR (gewrichtspuntaat),M. tuberculosis DNA PCR (gewrichtspuntaat),LAB-Viro-Micro-diversen,1,0.33,UNCHECKED,UNREVIEWED,,0,3028393,Mycobacterium tuberculosis DNA [Presence] in Semen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596091000,
17061,"Australis, Bratislava, Jez bratislava (blood)",6,,6,,,,"Australis, Bratislava, Jez bratislava (bloed)","Australis, Bratislava, Jez bratislava (bloed)",LAB-Viro-Micro-bloed,1,0.19,UNCHECKED,UNREVIEWED,,0,3014098,Leptospira interrogans sv Bratislava Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596091019,
17379,HSV type 1 DNA PCR (blood),10,,10,,,,HSV type 1 DNA PCR (bloed),HSV type 1 DNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.31,UNCHECKED,UNREVIEWED,,0,36305459,Herpes simplex virus DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596091084,
14310,1 HOLLOW TUBE (blood),1701,,1701,,,,1 STOLBUIS (bloed),1 STOLBUIS (bloed),LAB-Chem-diversen,1,0.37,UNCHECKED,UNREVIEWED,,0,3016932,Type of Oral tube,Measurement,MAPS_TO,,<auto>,1687596091159,
17193,Conclusion ALP (blood),7,,7,,,,Conclusie ALP (bloed),Conclusie ALP (bloed),LAB-Hem-bloed,1,0.32,UNCHECKED,UNREVIEWED,,0,46234747,Physical therapy conclusion of care panel,Measurement,MAPS_TO,,<auto>,1687596091298,
19079,HSV type 1 DNA PCR (skin rash),22,,22,,,,HSV type 1 DNA PCR (huiduitstr.),HSV type 1 DNA PCR (huiduitstr.),LAB-Viro-Micro-huiduitstr.,1,0.33,UNCHECKED,UNREVIEWED,,0,37019933,Herpes simplex virus 1 and 2 DNA panel - Skin by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596091428,
14311,2 STOLBZN (blood),981,,981,,,,2 STOLBZN (bloed),2 STOLBZN (bloed),LAB-Chem-diversen,1,0.28,UNCHECKED,UNREVIEWED,,0,3021234,Microscopic observation [Identifier] in Specimen by Acid fast stain.Ziehl-Neelsen,Measurement,MAPS_TO,,<auto>,1687596091447,
17536,macroplany (blood),154,,154,,,,macroplanie (bloed),macroplanie (bloed),LAB-Hem-bloed,1,0.28,UNCHECKED,UNREVIEWED,,0,3005707,Macrocytes [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596091549,
17062,"Autumnalis, Rachmati, Rachmat (blood)",6,,6,,,,"Autumnalis, Rachmati, Rachmat (bloed)","Autumnalis, Rachmati, Rachmat (bloed)",LAB-Viro-Micro-bloed,1,0.23,UNCHECKED,UNREVIEWED,,0,3000824,Leptospira interrogans sv Autumnalis Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596091831,
14312,1 HEP TUBE (blood),67,,67,,,,1 HEP.BUIS (bloed),1 HEP.BUIS (bloed),LAB-Chem-diversen,1,0.40,UNCHECKED,UNREVIEWED,,0,3016932,Type of Oral tube,Measurement,MAPS_TO,,<auto>,1687596091935,
17382,HSV type 1 DNA PCR (pus),5,,5,,,,HSV type 1 DNA PCR (pus),HSV type 1 DNA PCR (pus),LAB-Viro-Micro-pus,1,0.35,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596092027,
19082,Coronavirus RNA PCR (throat),128,,128,,,,Coronavirus RNA PCR (keel),Coronavirus RNA PCR (keel),LAB-Viro-Micro-keel,1,0.35,APPROVED,EQUAL,Patrick Thoral,1696455286957,36304988,Human coronavirus RNA [Presence] in Upper respiratory specimen by NAA with probe detection,Measurement,MAPS_TO,,Patrick Thoral,1696455284450,
17064,"Ballum, Ballum, Mus 127 (blood)",6,,6,,,,"Ballum, Ballum, Mus 127 (bloed)","Ballum, Ballum, Mus 127 (bloed)",LAB-Viro-Micro-bloed,1,0.30,UNCHECKED,UNREVIEWED,,0,3029413,CD127 blasts/100 blasts in Blood,Measurement,MAPS_TO,,<auto>,1687596092272,
17537,malaria parasites (blood),3,,3,,,,malariaparasieten (bloed),malariaparasieten (bloed),LAB-Viro-Micro-bloed,1,0.38,UNCHECKED,UNREVIEWED,,0,3037772,Parasite identified in Blood,Measurement,MAPS_TO,,<auto>,1687596092292,
17197,Conclusion Imm.FenoTyp (liquor),8,,8,,,,Conclusie Imm.FenoTyp (liquor),Conclusie Imm.FenoTyp (liquor),LAB-Imm-liquor,1,0.23,UNCHECKED,UNREVIEWED,,0,3045827,HIV phenotype [Susceptibility],Measurement,MAPS_TO,,<auto>,1687596092306,
14313,2 HEP.BZN (blood),2,,2,,,,2 HEP.BZN (bloed),2 HEP.BZN (bloed),LAB-Chem-diversen,1,0.15,UNCHECKED,UNREVIEWED,,0,21490586,Blood temperature,Measurement,MAPS_TO,,<auto>,1687596092378,
19083,Rhinovirus RNA PCR (throat),128,,128,,,,Rhinovirus RNA PCR (keel),Rhinovirus RNA PCR (keel),LAB-Viro-Micro-keel,1,0.42,UNCHECKED,UNREVIEWED,,0,3040406,Rhinovirus RNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596092541,
14343,3 Stolbzn (blood),844,,844,,,,3 Stolbzn (bloed),3 Stolbzn (bloed),LAB-Chem-diversen,1,0.28,UNCHECKED,UNREVIEWED,,0,3021234,Microscopic observation [Identifier] in Specimen by Acid fast stain.Ziehl-Neelsen,Measurement,MAPS_TO,,<auto>,1687596092624,
17549,microplania (blood),152,,152,,,,microplanie (bloed),microplanie (bloed),LAB-Hem-bloed,1,0.26,UNCHECKED,UNREVIEWED,,0,3025639,Microcytes [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596092723,
17383,HSV type 2 DNA PCR (blood),10,,10,,,,HSV type 2 DNA PCR (bloed),HSV type 2 DNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.35,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596092991,
14345,HCV QPCR (blood),12,,12,,,,HCV QPCR    (bloed),HCV QPCR    (bloed),LAB-Viro-Micro-bloed,1,0.32,UNCHECKED,UNREVIEWED,,0,3017143,Hepatitis C virus Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596093085,
17075,Bartonella henselae DNA PCR (punctate),1,,1,,,,Bartonella henselae DNA PCR (punctaat),Bartonella henselae DNA PCR (punctaat),LAB-Viro-Micro-punctaat,1,0.43,UNCHECKED,UNREVIEWED,,0,37021302,Bartonella henselae DNA [Presence] in Aspirate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596093114,
17199,Conclusion KLP (bone marrow),1,,1,,,,Conclusie KLP (beenmerg),Conclusie KLP (beenmerg),LAB-Hem-beenmerg,1,0.25,UNCHECKED,UNREVIEWED,,0,3048879,Bone marrow aspiration report,Measurement,MAPS_TO,,<auto>,1687596093151,
19090,Rhinovirus RNA PCR (nasophar.wat),82,,82,,,,Rhinovirus RNA PCR (nasophar.wat),Rhinovirus RNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.33,UNCHECKED,UNREVIEWED,,0,3040406,Rhinovirus RNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596093243,
17551,"Mini, Mini, sari (blood)",6,,6,,,,"Mini, Mini, sari (bloed)","Mini, Mini, sari (bloed)",LAB-Viro-Micro-bloed,1,0.16,UNCHECKED,UNREVIEWED,,0,3025112,Systolic blood pressure 1 hour minimum,Measurement,MAPS_TO,,<auto>,1687596093484,
17077,Bartonella henselae IgM (blood),2,,2,,,,Bartonella henselae IgM (bloed),Bartonella henselae IgM (bloed),LAB-Viro-Micro-bloed,1,0.61,UNCHECKED,UNREVIEWED,,0,3006862,Bartonella henselae IgM Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596093608,
14360,Electric Qual. (blood),54,,54,,,,Elec Kwal. (bloed),Elec Kwal. (bloed),LAB-Chem-bloed,1,0.16,UNCHECKED,UNREVIEWED,,0,40758360,Electrolytes panel - Blood,Measurement,MAPS_TO,,<auto>,1687596093855,
17200,Conclusion KLP (blood),1,,1,,,,Conclusie KLP (bloed),Conclusie KLP (bloed),LAB-Hem-bloed,1,0.27,UNCHECKED,UNREVIEWED,,0,46234747,Physical therapy conclusion of care panel,Measurement,MAPS_TO,,<auto>,1687596093901,
19091,Coronavirus RNA PCR (nasophar.wat),82,,82,,,,Coronavirus RNA PCR (nasophar.wat),Coronavirus RNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.27,UNCHECKED,UNREVIEWED,,0,40766161,Human coronavirus RNA panel - Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596093984,
17386,HSV type 2 DNA PCR (pus),5,,5,,,,HSV type 2 DNA PCR (pus),HSV type 2 DNA PCR (pus),LAB-Viro-Micro-pus,1,0.35,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596094022,
17078,basophilic puncture (blood),101,,101,,,,basofiele punctering (bloed),basofiele punctering (bloed),LAB-Hem-bloed,1,0.30,UNCHECKED,UNREVIEWED,,0,3032890,Immature basophils [#/volume] in Blood,Measurement,MAPS_TO,,<auto>,1687596094298,
19092,Cytomegalovirus DNA PCR (nasophar.wat),1,,1,,,,Cytomegalovirus DNA PCR (nasophar.wat),Cytomegalovirus DNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.41,UNCHECKED,UNREVIEWED,,0,3022903,Cytomegalovirus DNA [Presence] in Tissue by Probe,Measurement,MAPS_TO,,<auto>,1687596094553,
14371,Enterovirus RNA PCR (feces),9,,9,,,,Enterovirus RNA PCR (faeces),Enterovirus RNA PCR (faeces),LAB-Viro-Micro-faeces,1,0.39,UNCHECKED,UNREVIEWED,,0,3041890,Norovirus RNA [Presence] in Specimen by Probe,Measurement,MAPS_TO,,<auto>,1687596094570,
17554,MRSA DNA PCR (strain),2,,2,,,,MRSA DNA PCR (stam),MRSA DNA PCR (stam),LAB-Viro-Micro-diversen,1,0.39,UNCHECKED,UNREVIEWED,,0,1175793,Methicillin resistant Staphylococcus aureus (MRSA) DNA [Presence] in Nose by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596094731,
17201,Conclusion KSP (bone marrow),4,,4,,,,Conclusie KSP (beenmerg),Conclusie KSP (beenmerg),LAB-Hem-beenmerg,1,0.27,UNCHECKED,UNREVIEWED,,0,3048879,Bone marrow aspiration report,Measurement,MAPS_TO,,<auto>,1687596094766,
17079,"Bataviae, Bataviae, Swart (blood)",6,,6,,,,"Bataviae, Bataviae, Swart (bloed)","Bataviae, Bataviae, Swart (bloed)",LAB-Hem-bloed,1,0.21,UNCHECKED,UNREVIEWED,,0,3022576,Leptospira interrogans sv Bataviae Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596094988,
19095,Rhinovirus RNA PCR (nose),1,,1,,,,Rhinovirus RNA PCR (neus),Rhinovirus RNA PCR (neus),LAB-Viro-Micro-neus,1,0.42,UNCHECKED,UNREVIEWED,,0,3040406,Rhinovirus RNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596095001,
17388,Human herpes virus 6 DNA PCR (blood),10,,10,,,,Humaan herpesvirus 6 DNA PCR (bloed),Humaan herpesvirus 6 DNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.48,UNCHECKED,UNREVIEWED,,0,3029493,Herpes virus 6 DNA [Presence] in Blood by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596095090,
14372,Enterovirus RNA PCR (liquor),85,,85,,,,Enterovirus RNA PCR (liquor),Enterovirus RNA PCR (liquor),LAB-Viro-Micro-liquor,1,0.36,UNCHECKED,UNREVIEWED,,0,3041890,Norovirus RNA [Presence] in Specimen by Probe,Measurement,MAPS_TO,,<auto>,1687596095134,
17202,Conclusion KSP (blood),2,,2,,,,Conclusie KSP (bloed),Conclusie KSP (bloed),LAB-Hem-bloed,1,0.28,UNCHECKED,UNREVIEWED,,0,46234747,Physical therapy conclusion of care panel,Measurement,MAPS_TO,,<auto>,1687596095400,
17556,Mycoplasma pneumoniae DNA PCR (biopsy),2,,2,,,,Mycoplasma pneumoniae DNA PCR (biopt),Mycoplasma pneumoniae DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.50,UNCHECKED,UNREVIEWED,,0,3026395,Mycoplasma pneumoniae Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596095467,
17097,Bordetella pertussis DNA PCR (br.-alv.lav),1,,1,,,,Bordetella pertussis DNA PCR (br.-alv.lav),Bordetella pertussis DNA PCR (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.35,UNCHECKED,UNREVIEWED,,0,1175736,Bordetella pertussis and Bordetella parapertussis DNA panel - Nasopharynx,Measurement,MAPS_TO,,<auto>,1687596095479,
19096,Coronavirus RNA PCR (nose),1,,1,,,,Coronavirus RNA PCR (neus),Coronavirus RNA PCR (neus),LAB-Viro-Micro-neus,1,0.35,UNCHECKED,UNREVIEWED,,0,40766161,Human coronavirus RNA panel - Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596095568,
14373,Enterovirus RNA PCR (throat),21,,21,,,,Enterovirus RNA PCR (keel),Enterovirus RNA PCR (keel),LAB-Viro-Micro-keel,1,0.38,UNCHECKED,UNREVIEWED,,0,3041890,Norovirus RNA [Presence] in Specimen by Probe,Measurement,MAPS_TO,,<auto>,1687596095676,
17103,Bordetella pertussis IgA (blood),1,,1,,,,Bordetella pertussis IgA (bloed),Bordetella pertussis IgA (bloed),LAB-Viro-Micro-bloed,1,0.60,UNCHECKED,UNREVIEWED,,0,3015099,Bordetella pertussis IgA Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596096019,
17557,Mycoplasma pneumoniae DNA PCR (blood),11,,11,,,,Mycoplasma pneumoniae DNA PCR (bloed),Mycoplasma pneumoniae DNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.52,UNCHECKED,UNREVIEWED,,0,3026395,Mycoplasma pneumoniae Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596096148,
19117,Coronavirus RNA PCR (sputum),60,,60,,,,Coronavirus RNA PCR (sputum),Coronavirus RNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.39,UNCHECKED,UNREVIEWED,,0,3028884,SARS coronavirus Urbani RNA [Presence] in Sputum by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596096197,
