source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
14924-56,0,AUMC Drug,3/4 portie spritsbrokken,4332187,SNOMED,1970-09-29,2099-12-31,
15019-42,0,AUMC Drug,Thee 50ml,4023517,SNOMED,1970-09-30,2099-12-31,
14925-56,0,AUMC Drug,1 snelle jelle,4332187,SNOMED,1970-10-01,2099-12-31,
14778-56,0,AUMC Drug,1 bakje roomkaas met bieslook,4026328,SNOMED,1970-10-02,2099-12-31,
15020-42,0,AUMC Drug,Thee 100ml,4023517,SNOMED,1970-10-03,2099-12-31,
14926-56,0,AUMC Drug,1/4 snelle jelle,4332187,SNOMED,1970-10-04,2099-12-31,
15021-42,0,AUMC Drug,Thee 200ml,4023517,SNOMED,1970-10-05,2099-12-31,
13156-118,0,AUMC Drug,PAC - PiCCO - Studie,0,None,1970-10-06,2099-12-31,
14927-56,0,AUMC Drug,1/2 snelle jelle,4332187,SNOMED,1970-10-07,2099-12-31,
15022-42,0,AUMC Drug,Thee 250ml,4023517,SNOMED,1970-10-08,2099-12-31,
14782-56,0,AUMC Drug,1 bakje zalmsalade,4026328,SNOMED,1970-10-09,2099-12-31,
14928-56,0,AUMC Drug,3/4 snelle jelle,4332187,SNOMED,1970-10-10,2099-12-31,
15023-42,0,AUMC Drug,Thee x ml,4023517,SNOMED,1970-10-11,2099-12-31,
19744-118,0,AUMC Drug,PRESCRIPT - Studie,0,None,1970-10-12,2099-12-31,
13159-29,0,AUMC Drug,Oxcarbazepine (Trileptal),40102259,RxNorm,1970-10-13,2099-12-31,
9056-29,0,AUMC Drug,Valproïnezuur (Depakine Chrono),42931745,RxNorm Extension,1970-10-14,2099-12-31,
15024-42,0,AUMC Drug,Koffie 150ml,4023517,SNOMED,1970-10-15,2099-12-31,
14783-56,0,AUMC Drug,1/4 bakje zalmsalade,4026328,SNOMED,1970-10-16,2099-12-31,
14929-56,0,AUMC Drug,1 plak cake (35 g),4332187,SNOMED,1970-10-17,2099-12-31,
19747-118,0,AUMC Drug,Ratio-Pro - Studie,0,None,1970-10-18,2099-12-31,
15025-42,0,AUMC Drug,Koffie 50ml,4023517,SNOMED,1970-10-19,2099-12-31,
15026-42,0,AUMC Drug,Koffie 200ml,4023517,SNOMED,1970-10-20,2099-12-31,
14930-56,0,AUMC Drug,1/4 plak cake (35 g),4332187,SNOMED,1970-10-21,2099-12-31,
9057-29,0,AUMC Drug,Valproïnezuur (Depakine Enteric),41112097,RxNorm Extension,1970-10-22,2099-12-31,
15027-42,0,AUMC Drug,Koffie 250ml,4023517,SNOMED,1970-10-23,2099-12-31,
14784-56,0,AUMC Drug,1/2 bakje zalmsalade,4026328,SNOMED,1970-10-24,2099-12-31,
14931-56,0,AUMC Drug,1/2 plak cake (35 g),4332187,SNOMED,1970-10-25,2099-12-31,
19764-15,0,AUMC Drug,Tigecycline (Tygacil),40734887,RxNorm Extension,1970-10-26,2099-12-31,
15028-42,0,AUMC Drug,Koffie x ml,4023517,SNOMED,1970-10-27,2099-12-31,
14932-56,0,AUMC Drug,3/4 plak cake (35 g),4332187,SNOMED,1970-10-28,2099-12-31,
13169-21,0,AUMC Drug,SDD pasta Tracheostoma (8 x dgs),902722,RxNorm,1970-10-29,2099-12-31,
13169-21,0,AUMC Drug,SDD pasta Tracheostoma (8 x dgs),901845,RxNorm,1970-10-30,2099-12-31,
13169-21,0,AUMC Drug,SDD pasta Tracheostoma (8 x dgs),1717240,RxNorm,1970-10-31,2099-12-31,
19773-15,0,AUMC Drug,Daptomycine (Cubicin),40736859,RxNorm Extension,1970-11-01,2099-12-31,
14785-56,0,AUMC Drug,3/4 bakje zalmsalade,4026328,SNOMED,1970-11-02,2099-12-31,
15029-42,0,AUMC Drug,Limonade 200 ml,4023517,SNOMED,1970-11-03,2099-12-31,
14933-56,0,AUMC Drug,1 zakje M&M,4332187,SNOMED,1970-11-04,2099-12-31,
15030-42,0,AUMC Drug,Limonade 50ml,4023517,SNOMED,1970-11-05,2099-12-31,
13170-21,0,AUMC Drug,SDD pasta Tracheostoma (6 x dgs),902722,RxNorm,1970-11-06,2099-12-31,
13170-21,0,AUMC Drug,SDD pasta Tracheostoma (6 x dgs),901845,RxNorm,1970-11-07,2099-12-31,
13170-21,0,AUMC Drug,SDD pasta Tracheostoma (6 x dgs),1717240,RxNorm,1970-11-08,2099-12-31,
14934-56,0,AUMC Drug,1/4 zakje M&M,4332187,SNOMED,1970-11-09,2099-12-31,
14786-56,0,AUMC Drug,1 bakje eiersalade,4026328,SNOMED,1970-11-10,2099-12-31,
9061-71,0,AUMC Drug,Colecalciferol (Devaron),36059366,RxNorm Extension,1970-11-11,2099-12-31,
19875-29,0,AUMC Drug,Melatonine (Circadin),43146319,RxNorm Extension,1970-11-12,2099-12-31,
15031-42,0,AUMC Drug,Limonade 100ml,4023517,SNOMED,1970-11-13,2099-12-31,
14787-56,0,AUMC Drug,1/4 bakje eiersalade,4026328,SNOMED,1970-11-14,2099-12-31,
14935-56,0,AUMC Drug,1/2 zakje M&M,4332187,SNOMED,1970-11-15,2099-12-31,
9062-30,0,AUMC Drug,Hydrochloorthiazide (Esidrex),19036918,RxNorm,1970-11-16,2099-12-31,
15032-42,0,AUMC Drug,Limonade 250ml,4023517,SNOMED,1970-11-17,2099-12-31,
14788-56,0,AUMC Drug,1/2 bakje eiersalade,4026328,SNOMED,1970-11-18,2099-12-31,
14937-56,0,AUMC Drug,1 zakje knabbelnoten,4332187,SNOMED,1970-11-19,2099-12-31,
14789-56,0,AUMC Drug,3/4 bakje eiersalade,4026328,SNOMED,1970-11-20,2099-12-31,
9063-29,0,AUMC Drug,Diclofenac natrium (Voltaren),40162352,RxNorm,1970-11-21,2099-12-31,
13171-21,0,AUMC Drug,SDD pasta Tracheostoma (4 x dgs),902722,RxNorm,1970-11-22,2099-12-31,
13171-21,0,AUMC Drug,SDD pasta Tracheostoma (4 x dgs),901845,RxNorm,1970-11-23,2099-12-31,
13171-21,0,AUMC Drug,SDD pasta Tracheostoma (4 x dgs),1717240,RxNorm,1970-11-24,2099-12-31,
14951-56,0,AUMC Drug,1/2 pakje sultana/ balisto,4332187,SNOMED,1970-11-25,2099-12-31,
14938-56,0,AUMC Drug,1/4 zakje knabbelnoten,4332187,SNOMED,1970-11-26,2099-12-31,
9064-29,0,AUMC Drug,Diclofenac Retard (Voltaren),40162347,RxNorm,1970-11-27,2099-12-31,
19886-114,0,AUMC Drug,Peptamen HN,40798859,RxNorm Extension,1970-11-28,2099-12-31,
19886-114,0,AUMC Drug,Peptamen HN,619486,SNOMED,1970-11-29,2099-12-31,
14952-56,0,AUMC Drug,3/4 pakje sultana/ balisto,4332187,SNOMED,1970-11-30,2099-12-31,
9065-24,0,AUMC Drug,Dopexamine (Dopacard),40909206,RxNorm Extension,1970-12-01,2099-12-31,
19891-21,0,AUMC Drug,Atovaquon (Wellvone),42614563,RxNorm Extension,1970-12-02,2099-12-31,
14939-56,0,AUMC Drug,1/2 zakje knabbelnoten,4332187,SNOMED,1970-12-03,2099-12-31,
13456-21,0,AUMC Drug,Miconazol orale gel (Daktarin),21022690,RxNorm Extension,1970-12-04,2099-12-31,
14790-56,0,AUMC Drug,1 portie gehakt of kip in pindasaus,4026328,SNOMED,1970-12-05,2099-12-31,
14945-56,0,AUMC Drug,1 pakje evergreen,4332187,SNOMED,1970-12-06,2099-12-31,
19892-71,0,AUMC Drug,Finasteride (Proscar),40039834,RxNorm,1970-12-07,2099-12-31,
14947-56,0,AUMC Drug,1/2 pakje evergreen,4332187,SNOMED,1970-12-08,2099-12-31,
14948-56,0,AUMC Drug,3/4 pakje evergreen,4332187,SNOMED,1970-12-09,2099-12-31,
14954-56,0,AUMC Drug,1 snee wit-bruin-volkoren-krente-roggebrood,4112439,SNOMED,1970-12-10,2099-12-31,
13457-21,0,AUMC Drug,SDD Suppositorium,902722,RxNorm,1970-12-11,2099-12-31,
13457-21,0,AUMC Drug,SDD Suppositorium,901845,RxNorm,1970-12-12,2099-12-31,
13457-21,0,AUMC Drug,SDD Suppositorium,1717240,RxNorm,1970-12-13,2099-12-31,
14792-56,0,AUMC Drug,1/2 portie gehakt of kip in pindasaus,4026328,SNOMED,1970-12-14,2099-12-31,
18783-55,0,AUMC Drug,Calciumgluconaat 10%,40018375,RxNorm,1970-12-15,2099-12-31,
9070-69,0,AUMC Drug,Zilversulfadiazine (Flammazine),43035851,RxNorm Extension,1970-12-16,2099-12-31,
14949-56,0,AUMC Drug,1 pakje sultana/ balisto,4332187,SNOMED,1970-12-17,2099-12-31,
13471-118,0,AUMC Drug,ACCESS - Studie,0,None,1970-12-18,2099-12-31,
14955-56,0,AUMC Drug,1/4 snee wit-bruin-volkoren-krente-roggebrood,4112439,SNOMED,1970-12-19,2099-12-31,
13472-118,0,AUMC Drug,Infali - Studie,0,None,1970-12-20,2099-12-31,
14950-56,0,AUMC Drug,1/4 pakje sultana/ balisto,4332187,SNOMED,1970-12-21,2099-12-31,
13473-118,0,AUMC Drug,Rosiglitason - ADMA - Studie,0,None,1970-12-22,2099-12-31,
18789-39,0,AUMC Drug,TPV Smofkabiven,2022646,RxNorm Extension,1970-12-23,2099-12-31,
14793-56,0,AUMC Drug,3/4 portie gehakt of kip in pindasaus,4026328,SNOMED,1970-12-24,2099-12-31,
14956-56,0,AUMC Drug,1/2 snee wit-bruin-volkoren-krente-roggebrood,4112439,SNOMED,1970-12-25,2099-12-31,
9071-70,0,AUMC Drug,Acetylcysteine (inhalatie),19072269,RxNorm,1970-12-26,2099-12-31,
13474-118,0,AUMC Drug,Citraat - CVVH - Studie,0,None,1970-12-27,2099-12-31,
13475-118,0,AUMC Drug,Koorts - Studie,0,None,1970-12-28,2099-12-31,
18790-39,0,AUMC Drug,Olimel N9 + Glutamine,2022647,RxNorm Extension,1970-12-29,2099-12-31,
18790-39,0,AUMC Drug,Olimel N9 + Glutamine,35754314,RxNorm Extension,1970-12-30,2099-12-31,
9072-31,0,AUMC Drug,Fosfaatklysma,35850823,RxNorm Extension,1970-12-31,2099-12-31,
14863-56,0,AUMC Drug,1/2 portie witte rijst/zilvervliesrijst,4037090,SNOMED,1971-01-01,2099-12-31,
13476-118,0,AUMC Drug,Nimodipine - Studie,0,None,1971-01-02,2099-12-31,
14794-56,0,AUMC Drug,1 portie ragout met kalfsvlees,4026328,SNOMED,1971-01-03,2099-12-31,
13477-118,0,AUMC Drug,STEP - Studie,0,None,1971-01-04,2099-12-31,
18795-39,0,AUMC Drug,TPV Smofkabiven + Glutamine,2022666,RxNorm Extension,1971-01-05,2099-12-31,
14957-56,0,AUMC Drug,3/4 snee wit-bruin-volkoren-krente-roggebrood,4112439,SNOMED,1971-01-06,2099-12-31,
13484-71,0,AUMC Drug,Metyrapon (Metopiron),40126724,RxNorm,1971-01-07,2099-12-31,
18807-65,0,AUMC Drug,Glycerofosfaat (Glycophos),35606363,RxNorm,1971-01-08,2099-12-31,
14795-56,0,AUMC Drug,1/4 portie ragout met kalfsvlees,4026328,SNOMED,1971-01-09,2099-12-31,
14864-56,0,AUMC Drug,3/4 portie witte rijst/zilvervliesrijst,4037090,SNOMED,1971-01-10,2099-12-31,
9075-21,0,AUMC Drug,Fusidinezuur (Fucidin),21114346,RxNorm Extension,1971-01-11,2099-12-31,
9075-15,0,AUMC Drug,Fusidinezuur (Fucidin),40988255,RxNorm Extension,1971-01-12,2099-12-31,
14958-56,0,AUMC Drug,1 snee brood zonder korst,4112439,SNOMED,1971-01-13,2099-12-31,
14796-56,0,AUMC Drug,1/2 portie ragout met kalfsvlees,4026328,SNOMED,1971-01-14,2099-12-31,
14865-56,0,AUMC Drug,1 portie macaroni/spaghetti,4037090,SNOMED,1971-01-15,2099-12-31,
19052-21,0,AUMC Drug,Abacavir (Ziagen),40097505,RxNorm,1971-01-16,2099-12-31,
14959-56,0,AUMC Drug,1/4 snee brood zonder korst,4112439,SNOMED,1971-01-17,2099-12-31,
14797-56,0,AUMC Drug,3/4 portie ragout met kalfsvlees,4026328,SNOMED,1971-01-18,2099-12-31,
13486-21,0,AUMC Drug,Lopinavir / Ritonavir (drank) (Kelatra),40160002,RxNorm,1971-01-19,2099-12-31,
19054-71,0,AUMC Drug,Dagravit Totaal 30,21125875,RxNorm Extension,1971-01-20,2099-12-31,
14866-56,0,AUMC Drug,1/4 portie macaroni/spaghetti,4037090,SNOMED,1971-01-21,2099-12-31,
14960-56,0,AUMC Drug,1/2 snee brood zonder korst,4112439,SNOMED,1971-01-22,2099-12-31,
14798-56,0,AUMC Drug,1 portie makreel,4026328,SNOMED,1971-01-23,2099-12-31,
9078-69,0,AUMC Drug,Miconazol (Gyno-Daktarin),36275560,RxNorm Extension,1971-01-24,2099-12-31,
12943-32,0,AUMC Drug,Nicotinel pleister,35868900,RxNorm Extension,1971-01-25,2099-12-31,
14961-56,0,AUMC Drug,3/4 snee brood zonder korst,4112439,SNOMED,1971-01-26,2099-12-31,
19129-65,0,AUMC Drug,Insuline aspart (Novorapid),35130768,RxNorm Extension,1971-01-27,2099-12-31,
12944-71,0,AUMC Drug,Mycrogynon,35754788,RxNorm Extension,1971-01-28,2099-12-31,
14867-56,0,AUMC Drug,1/2 portie macaroni/spaghetti,4037090,SNOMED,1971-01-29,2099-12-31,
9080-69,0,AUMC Drug,Hypromellose,21127753,RxNorm Extension,1971-01-30,2099-12-31,
14799-56,0,AUMC Drug,1/4 portie makreel,4026328,SNOMED,1971-01-31,2099-12-31,
19129-55,0,AUMC Drug,Insuline aspart (Novorapid),35130768,RxNorm Extension,1971-02-01,2099-12-31,
19129-67,0,AUMC Drug,Insuline aspart (Novorapid),35130768,RxNorm Extension,1971-02-02,2099-12-31,
14962-56,0,AUMC Drug,1 snee ontbijtkoek,4112439,SNOMED,1971-02-03,2099-12-31,
14800-56,0,AUMC Drug,1/2 portie makreel,4026328,SNOMED,1971-02-04,2099-12-31,
14963-56,0,AUMC Drug,1/4 snee ontbijtkoek,4112439,SNOMED,1971-02-05,2099-12-31,
14868-56,0,AUMC Drug,3/4 portie macaroni/spaghetti,4037090,SNOMED,1971-02-06,2099-12-31,
14802-56,0,AUMC Drug,1 haring,4026328,SNOMED,1971-02-07,2099-12-31,
12947-21,0,AUMC Drug,Mupirocine (Bactroban) zalf,40062282,RxNorm,1971-02-08,2099-12-31,
14803-56,0,AUMC Drug,1/4 haring,4026328,SNOMED,1971-02-09,2099-12-31,
14964-56,0,AUMC Drug,1/2 snee ontbijtkoek,4112439,SNOMED,1971-02-10,2099-12-31,
12947-69,0,AUMC Drug,Mupirocine (Bactroban) zalf,40062282,RxNorm,1971-02-11,2099-12-31,
14869-56,0,AUMC Drug,1 portie vlees,4037090,SNOMED,1971-02-12,2099-12-31,
14804-56,0,AUMC Drug,1/2 haring,4026328,SNOMED,1971-02-13,2099-12-31,
9086-31,0,AUMC Drug,Lactulose (Duphalac),42925055,RxNorm Extension,1971-02-14,2099-12-31,
14965-56,0,AUMC Drug,3/4 snee ontbijtkoek,4112439,SNOMED,1971-02-15,2099-12-31,
14806-56,0,AUMC Drug,2 Vissticks,4026328,SNOMED,1971-02-16,2099-12-31,
14807-56,0,AUMC Drug,1/4 Visstick,4026328,SNOMED,1971-02-17,2099-12-31,
9087-30,0,AUMC Drug,Digoxine (lanoxin pg),40033907,RxNorm,1971-02-18,2099-12-31,
19134-30,0,AUMC Drug,Rosuvastatine (Crestor),40099654,RxNorm,1971-02-19,2099-12-31,
14966-56,0,AUMC Drug,1 knäckebröd/beschuit/toast,4112439,SNOMED,1971-02-20,2099-12-31,
14870-56,0,AUMC Drug,1/4 portie vlees,4037090,SNOMED,1971-02-21,2099-12-31,
14967-56,0,AUMC Drug,1/4 knäckebröd/beschuit/toast,4112439,SNOMED,1971-02-22,2099-12-31,
12948-114,0,AUMC Drug,Osmolite HP 1.0,40798859,RxNorm Extension,1971-02-23,2099-12-31,
12948-114,0,AUMC Drug,Osmolite HP 1.0,619486,SNOMED,1971-02-24,2099-12-31,
14810-56,0,AUMC Drug,1 kroket/ pizzapunt,4026328,SNOMED,1971-02-25,2099-12-31,
19135-32,0,AUMC Drug,Glycopyrronium drank,40745408,RxNorm Extension,1971-02-26,2099-12-31,
9088-69,0,AUMC Drug,Lidocaïne zalf,45776408,RxNorm,1971-02-27,2099-12-31,
14968-56,0,AUMC Drug,1/2 knäckebröd/beschuit/toast,4112439,SNOMED,1971-02-28,2099-12-31,
14871-56,0,AUMC Drug,1/2 portie vlees,4037090,SNOMED,1971-03-01,2099-12-31,
12949-71,0,AUMC Drug,Azathioprine (Imuran),40012757,RxNorm,1971-03-02,2099-12-31,
14811-56,0,AUMC Drug,1/4 kroket/ pizzapunt,4026328,SNOMED,1971-03-03,2099-12-31,
14969-56,0,AUMC Drug,3/4 knäckebröd/beschuit/toast,4112439,SNOMED,1971-03-04,2099-12-31,
19137-21,0,AUMC Drug,Linezolid (Zyvoxid),40058965,RxNorm,1971-03-05,2099-12-31,
12950-30,0,AUMC Drug,Candesartan (Atacand),40095734,RxNorm,1971-03-06,2099-12-31,
14812-56,0,AUMC Drug,1/2 kroket/ pizzapunt,4026328,SNOMED,1971-03-07,2099-12-31,
19137-15,0,AUMC Drug,Linezolid (Zyvoxid),36896811,RxNorm Extension,1971-03-08,2099-12-31,
14872-56,0,AUMC Drug,3/4 portie vlees,4037090,SNOMED,1971-03-09,2099-12-31,
14970-56,0,AUMC Drug,1 cupje margarine (10g)/roomboter,4112439,SNOMED,1971-03-10,2099-12-31,
12952-24,0,AUMC Drug,Regitine (fentolamine),41122534,RxNorm Extension,1971-03-11,2099-12-31,
14813-56,0,AUMC Drug,3/4 kroket/ pizzapunt,4026328,SNOMED,1971-03-12,2099-12-31,
19139-118,0,AUMC Drug,Lysis-TBI - Studie,0,None,1971-03-13,2099-12-31,
14814-56,0,AUMC Drug,1 pannekoek,4026328,SNOMED,1971-03-14,2099-12-31,
19140-118,0,AUMC Drug,Lysis-OHCA - Studie,0,None,1971-03-15,2099-12-31,
14873-56,0,AUMC Drug,1 portie vis,4037090,SNOMED,1971-03-16,2099-12-31,
14815-56,0,AUMC Drug,1/4 pannekoek,4026328,SNOMED,1971-03-17,2099-12-31,
14971-56,0,AUMC Drug,1/4 cupje margarine (10g)/roomboter,4112439,SNOMED,1971-03-18,2099-12-31,
14816-56,0,AUMC Drug,1/2 pannekoek,4026328,SNOMED,1971-03-19,2099-12-31,
14817-56,0,AUMC Drug,3/4 pannekoek,4026328,SNOMED,1971-03-20,2099-12-31,
14874-56,0,AUMC Drug,1/4 portie vis,4037090,SNOMED,1971-03-21,2099-12-31,
14972-56,0,AUMC Drug,1/2 cupje margarine (10g)/roomboter,4112439,SNOMED,1971-03-22,2099-12-31,
14818-56,0,AUMC Drug,1 loempia/ kip/ham,4026328,SNOMED,1971-03-23,2099-12-31,
14875-56,0,AUMC Drug,1/2 portie vis,4037090,SNOMED,1971-03-24,2099-12-31,
9091-27,0,AUMC Drug,Methyleenblauw IV (Methylthionide cloride)X,44109975,RxNorm Extension,1971-03-25,2099-12-31,
14973-56,0,AUMC Drug,3/4 cupje margarine (10g)/roomboter,4112439,SNOMED,1971-03-26,2099-12-31,
14819-56,0,AUMC Drug,1/4 loempia/ kip/ham,4026328,SNOMED,1971-03-27,2099-12-31,
9093-31,0,AUMC Drug,Microlax,44033779,RxNorm Extension,1971-03-28,2099-12-31,
19154-30,0,AUMC Drug,Ezetimibe (Ezetrol),21144048,RxNorm Extension,1971-03-29,2099-12-31,
14974-56,0,AUMC Drug,1 zoet beleg,4112439,SNOMED,1971-03-30,2099-12-31,
14876-56,0,AUMC Drug,3/4 portie vis,4037090,SNOMED,1971-03-31,2099-12-31,
14820-56,0,AUMC Drug,1/2 loempia/ kip/ham,4026328,SNOMED,1971-04-01,2099-12-31,
12992-29,0,AUMC Drug,Clozapine (Leponex),43206070,RxNorm Extension,1971-04-02,2099-12-31,
14975-56,0,AUMC Drug,1/4 zoet beleg,4112439,SNOMED,1971-04-03,2099-12-31,
14822-56,0,AUMC Drug,1 broodje hot-dog,4026328,SNOMED,1971-04-04,2099-12-31,
14877-56,0,AUMC Drug,1 portie jus,4037090,SNOMED,1971-04-05,2099-12-31,
19160-70,0,AUMC Drug,Tiotropium (Spiriva) inhalatiepoeder,19121580,RxNorm,1971-04-06,2099-12-31,
14976-56,0,AUMC Drug,1/2 zoet beleg,4112439,SNOMED,1971-04-07,2099-12-31,
14824-56,0,AUMC Drug,1/2 broodje hot-dog,4026328,SNOMED,1971-04-08,2099-12-31,
14977-56,0,AUMC Drug,3/4 zoet beleg,4112439,SNOMED,1971-04-09,2099-12-31,
12995-32,0,AUMC Drug,Oxybutynine (Dridase),43622835,RxNorm Extension,1971-04-10,2099-12-31,
14878-56,0,AUMC Drug,1/4 portie jus,4037090,SNOMED,1971-04-11,2099-12-31,
14978-56,0,AUMC Drug,1 pindakaas,4112439,SNOMED,1971-04-12,2099-12-31,
14826-56,0,AUMC Drug,1 zakje poffertjes,4026328,SNOMED,1971-04-13,2099-12-31,
14979-56,0,AUMC Drug,1/4 pindakaas,4112439,SNOMED,1971-04-14,2099-12-31,
19161-70,0,AUMC Drug,Tiotropium (Spiriva) Inhalatievloeistof 'Respimat',21045905,RxNorm Extension,1971-04-15,2099-12-31,
14879-56,0,AUMC Drug,1/2 portie jus,4037090,SNOMED,1971-04-16,2099-12-31,
12997-69,0,AUMC Drug,Ofloxacine (Trafloxal) oogdruppels,36272898,RxNorm Extension,1971-04-17,2099-12-31,
14828-56,0,AUMC Drug,1/2 zakje poffertjes,4026328,SNOMED,1971-04-18,2099-12-31,
14980-56,0,AUMC Drug,1/2 pindakaas,4112439,SNOMED,1971-04-19,2099-12-31,
14981-56,0,AUMC Drug,3/4 pindakaas,4112439,SNOMED,1971-04-20,2099-12-31,
9100-70,0,AUMC Drug,Mucomyst 10,1139046,RxNorm,1971-04-21,2099-12-31,
14880-56,0,AUMC Drug,3/4 portie jus,4037090,SNOMED,1971-04-22,2099-12-31,
14830-56,0,AUMC Drug,1 portie worst (50g),4026328,SNOMED,1971-04-23,2099-12-31,
14982-56,0,AUMC Drug,1 plak kaas,4112439,SNOMED,1971-04-24,2099-12-31,
14881-56,0,AUMC Drug,1 portie groente,4037090,SNOMED,1971-04-25,2099-12-31,
13000-65,0,AUMC Drug,Theofylline,41425912,RxNorm Extension,1971-04-26,2099-12-31,
14831-56,0,AUMC Drug,1/4 portie worst (50g),4026328,SNOMED,1971-04-27,2099-12-31,
14983-56,0,AUMC Drug,1/4 plak kaas,4112439,SNOMED,1971-04-28,2099-12-31,
9101-70,0,AUMC Drug,Mucomyst 20,1139047,RxNorm,1971-04-29,2099-12-31,
14984-56,0,AUMC Drug,1/2 plak kaas,4112439,SNOMED,1971-04-30,2099-12-31,
19164-67,0,AUMC Drug,Calciumgluconaat,19037061,RxNorm,1971-05-01,2099-12-31,
14882-56,0,AUMC Drug,1/4 portie groente,4037090,SNOMED,1971-05-02,2099-12-31,
14832-56,0,AUMC Drug,1/2 portie worst (50g),4026328,SNOMED,1971-05-03,2099-12-31,
19169-42,0,AUMC Drug,1 Waterijs,4023517,SNOMED,1971-05-04,2099-12-31,
13003-29,0,AUMC Drug,Flurazepam (Dalmadorm),43783294,RxNorm Extension,1971-05-05,2099-12-31,
14985-56,0,AUMC Drug,3/4 plak kaas,4112439,SNOMED,1971-05-06,2099-12-31,
19170-42,0,AUMC Drug,1/2  Waterijs,4023517,SNOMED,1971-05-07,2099-12-31,
9104-71,0,AUMC Drug,Natriumbicarbonaat capsule,19003160,RxNorm,1971-05-08,2099-12-31,
19171-42,0,AUMC Drug,1/4  Waterijs,4023517,SNOMED,1971-05-09,2099-12-31,
14833-56,0,AUMC Drug,3/4 portie worst (50g),4026328,SNOMED,1971-05-10,2099-12-31,
14883-56,0,AUMC Drug,1/2 portie groente,4037090,SNOMED,1971-05-11,2099-12-31,
19172-42,0,AUMC Drug,3/4  Waterijs,4023517,SNOMED,1971-05-12,2099-12-31,
14986-56,0,AUMC Drug,1 smeerkaas,4112439,SNOMED,1971-05-13,2099-12-31,
9105-27,0,AUMC Drug,Natriumthiosulfaat,36882929,RxNorm Extension,1971-05-14,2099-12-31,
14987-56,0,AUMC Drug,1/4 smeerkaas,4112439,SNOMED,1971-05-15,2099-12-31,
13007-30,0,AUMC Drug,Valsartan (Diovan),40100659,RxNorm,1971-05-16,2099-12-31,
14884-56,0,AUMC Drug,3/4 portie groente,4037090,SNOMED,1971-05-17,2099-12-31,
14988-56,0,AUMC Drug,1/2 smeerkaas,4112439,SNOMED,1971-05-18,2099-12-31,
13008-31,0,AUMC Drug,Ursodeoxycholzuur (Ursochol),43819954,RxNorm Extension,1971-05-19,2099-12-31,
14853-56,0,AUMC Drug,1 portie aardappelen/aardappelpuree,4037090,SNOMED,1971-05-20,2099-12-31,
19211-67,0,AUMC Drug,Somatropine (Zomacton),46221381,RxNorm,1971-05-21,2099-12-31,
9111-25,0,AUMC Drug,Filgrastim (Neupogen 30),43034294,RxNorm Extension,1971-05-22,2099-12-31,
14989-56,0,AUMC Drug,3/4 smeerkaas,4112439,SNOMED,1971-05-23,2099-12-31,
13012-29,0,AUMC Drug,Olanzapine (Zyprexa),19016821,RxNorm,1971-05-24,2099-12-31,
19212-71,0,AUMC Drug,Microgynon,21148776,RxNorm Extension,1971-05-25,2099-12-31,
19213-30,0,AUMC Drug,Perindopril (Coversyl),21021365,RxNorm Extension,1971-05-26,2099-12-31,
14885-56,0,AUMC Drug,1 portie rauwkost,4037090,SNOMED,1971-05-27,2099-12-31,
13013-29,0,AUMC Drug,Lamotrigine (Lamictal),40058139,RxNorm,1971-05-28,2099-12-31,
14990-56,0,AUMC Drug,1 plak vleeswaar,4112439,SNOMED,1971-05-29,2099-12-31,
14854-56,0,AUMC Drug,1/4 portie aardappelen/aardappelpuree,4037090,SNOMED,1971-05-30,2099-12-31,
14991-56,0,AUMC Drug,1/4 plak vleeswaar,4112439,SNOMED,1971-05-31,2099-12-31,
14886-56,0,AUMC Drug,1/4 portie rauwkost,4037090,SNOMED,1971-06-01,2099-12-31,
20704-118,0,AUMC Drug,TETRIS - Studie,0,None,1971-06-02,2099-12-31,
15114-42,0,AUMC Drug,Vruchtensap 200ml,4023517,SNOMED,1971-06-03,2099-12-31,
14855-56,0,AUMC Drug,1/2 portie aardappelen/aardappelpuree,4037090,SNOMED,1971-06-04,2099-12-31,
15115-42,0,AUMC Drug,Vruchtensap 50ml,4023517,SNOMED,1971-06-05,2099-12-31,
15116-42,0,AUMC Drug,Vruchtensap 150ml,4023517,SNOMED,1971-06-06,2099-12-31,
13018-29,0,AUMC Drug,Levetiracetam (Keppra),40052548,RxNorm,1971-06-07,2099-12-31,
15117-42,0,AUMC Drug,Vruchtensap 250ml,4023517,SNOMED,1971-06-08,2099-12-31,
20721-42,0,AUMC Drug,Nutridrink compact protein 100ml,4023517,SNOMED,1971-06-09,2099-12-31,
14887-56,0,AUMC Drug,1/2 portie rauwkost,4037090,SNOMED,1971-06-10,2099-12-31,
13018-23,0,AUMC Drug,Levetiracetam (Keppra),40726358,RxNorm Extension,1971-06-11,2099-12-31,
15118-42,0,AUMC Drug,Vruchtensap x ml,4023517,SNOMED,1971-06-12,2099-12-31,
14856-56,0,AUMC Drug,3/4 portie aardappelen/aardappelpuree,4037090,SNOMED,1971-06-13,2099-12-31,
15119-42,0,AUMC Drug,Frisdrank 100ml,4023517,SNOMED,1971-06-14,2099-12-31,
20722-42,0,AUMC Drug,Nutridrink compact protein 50ml,4023517,SNOMED,1971-06-15,2099-12-31,
14888-56,0,AUMC Drug,3/4 portie rauwkost,4037090,SNOMED,1971-06-16,2099-12-31,
