sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:ordercategory,ADD_INFO:category,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
9039-23,Pupivacaine 0.25%,5,,,,,"Pupivacaïne 0,25%","Pupivacaïne 0,25%",Injecties CZS/Sedatie/Analgetica,Medicatie,0.68,APPROVED,EQUAL,Patrick Thoral,1711148106289,41181162,Bupivacaine 25 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1711148103713,
15006-56,1 serving of cornflakes,48,,,,,1 portie cornflakes,1 portie cornflakes,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.44,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
14213-39,Nutriflex Lipid Plus,78,,,,,Nutriflex Lipid Plus,Nutriflex Lipid Plus,Voeding Parenteraal,INFUUS-TPV,0.40,APPROVED,INEXACT,Patrick Thoral,1686953118636,35885289,2500 ML alanine 4.48 MG/ML / arginine 2.63 MG/ML / aspartic acid 1.44 MG/ML / calcium chloride 0.48 MG/ML / glucose 115 MG/ML / glutamate 3.37 MG/ML / glycine 1.58 MG/ML / histidine 1.6 MG/ML / ... Injectable Solution [NUTRIFLEX LIPID PLUS] by B.Braun,Drug,MAPS_TO,,Patrick Thoral,1686953115677,
19373-30,Alfuzosin (Xatral),79,,,,,Alfuzosine (Xatral),Alfuzosine (Xatral),Niet iv Circulatie/Diurese,Medicatie,0.59,UNCHECKED,UNREVIEWED,,0,930021,alfuzosin,Drug,MAPS_TO,,<auto>,1686702651432,
13057-21,Azithromycin (Zithromax),82,,,,,Azitromycine (Zithromax),Azitromycine (Zithromax),Niet iv Antimicrobiele middelen,Medicatie,0.55,APPROVED,EQUAL,Patrick Thoral,1696724738843,40013069,azithromycin Oral Tablet [Zithromax],Drug,MAPS_TO,,Patrick Thoral,1696724738132,
14916-56,3/4 portion of applesauce/fruit puree,79,,,,,3/4 portie appelmoes/vruchtenmoes,3/4 portie appelmoes/vruchtenmoes,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.32,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
14214-39,Vampire 14,255,,,,,Vamin 14,Vamin 14,Voeding Parenteraal,INFUUS-TPV,0.51,APPROVED,INEXACT,Patrick Thoral,1686952917579,588017,Amino Acids,Drug,MAPS_TO,,Patrick Thoral,1686952916192,
9040-71,Calcium carbonate,1457,,,,,Calciumcarbonaat,Calciumcarbonaat,Niet iv Hormonen/Vitaminen/Mineralen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1710152383521,40017105,calcium carbonate Oral Tablet,Drug,MAPS_TO,,Patrick Thoral,1710152382651,
15007-56,1/4 serving of cornflakes,7,,,,,1/4 portie cornflakes,1/4 portie cornflakes,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.36,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
19374-29,Duloxetine (Cymbalta),94,,,,,Duloxetine (Cymbalta),Duloxetine (Cymbalta),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.67,UNCHECKED,UNREVIEWED,,0,19060282,duloxetine 20 MG [Cymbalta],Drug,MAPS_TO,,<auto>,1686702653731,
9041-71,Carbimazole (Carbimazole),9,,,,,Carbimazol (Carbimazolum),Carbimazol,Niet iv Hormonen/Vitaminen/Mineralen,Medicatie,0.76,UNCHECKED,UNREVIEWED,,0,19040606,carbimazole,Drug,MAPS_TO,,<auto>,1686702654170,
14236-21,Nitrofurantoin (Furadantine),91,,,,,Nitrofurantoïne ( Furadantine),Nitrofurantoïne ( Furadantine),Niet iv Antimicrobiele middelen,Medicatie,0.66,UNCHECKED,UNREVIEWED,,0,920293,nitrofurantoin,Drug,MAPS_TO,,<auto>,1686702654406,
13065-21,Aciclovir ocular (Zovirax eye ointment),117,,,,,Aciclovir oculair (Zovirax oogzalf),Aciclovir oculair (Zovirax oogzalf),Niet iv Antimicrobiele middelen,Medicatie,0.40,APPROVED,EQUAL,Patrick Thoral,1696616317351,40006527,acyclovir Topical Ointment [Zovirax],Drug,MAPS_TO,,<auto>,1686702654680,
9042-67,celestone,3,,,,,Celestone,Celestone,Injecties Hormonen/Vitaminen/Mineralen,Medicatie,0.63,UNCHECKED,UNREVIEWED,,0,19047963,betamethasone 0.6 MG Oral Tablet [Celestone],Drug,MAPS_TO,,<auto>,1686702655188,
14917-56,"1 mini twix, mars, snicker, mailky way",49,,,,,"1 mini twix,mars,snicker,mailky way","1 mini twix,mars,snicker,mailky way",Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.16,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
15008-56,1/2 serving of corn flakes,25,,,,,1/2 portie cornflakes,1/2 portie cornflakes,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.44,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
14443-23,Valproic acid (Orfiril),1807,,,,,Valproinezuur (Orfiril),Valproinezuur (Orfiril),Injecties CZS/Sedatie/Analgetica,Medicatie,0.56,APPROVED,EQUAL,Patrick Thoral,1710150587863,43639048,Valproate 100 MG/ML Injectable Solution [Orfiril],Drug,MAPS_TO,,Patrick Thoral,1710150580811,
19380-118,Hypothermia & Inflammation - Study (EMIR),61,,,,,Hypothermie & inflammatie - Studie (EMIR),Hypothermie & inflammatie - Studie (EMIR),Research,Research-Processen,0.20,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
13094-21,Tobramycin eye ointment (Tobrex),28,,,,,Tobramycine oogzalf (Tobrex),Tobramycine oogzalf (Tobrex),Niet iv Antimicrobiele middelen,Medicatie,0.49,UNCHECKED,UNREVIEWED,,0,40088729,tobramycin Ophthalmic Ointment [Tobrex],Drug,MAPS_TO,,<auto>,1686702656522,
14608-118,ART-123 (AKPA) study,12,,,,,ART-123 (AKPA) studie,ART-123 (AKPA) studie,Research,Research-Processen,0.28,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
9043-67,Cernevit multivitamin,15465,,ATC,B05XC,Vitamins,Cernevit Multivitaminen,Cernevit,Injecties Hormonen/Vitaminen/Mineralen,Medicatie,0.53,APPROVED,EQUAL,Patrick Thoral,1693504134387,2074300,ascorbic acid 125 MG / biotin 0.069 MG / cholecalciferol 220 IU / dexpanthenol 16.2 MG / folic acid 0.4 MG / niacinamide 46 MG / pyridoxine 5.5 MG / riboflavin 5.67 MG / thiamine 6 MG / vitamin A 3500 IU / vitamin B12 0.006 MG / ... Injection [Cernevit],Drug,MAPS_TO,,Patrick Thoral,1693504130379,
19525-118,IRIS - Study,2,,,,,IRIS - Studie,IRIS - Studie,Research,Research-Processen,0.25,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
14918-56,"1/4 mini twix, mars, snicker, mailky way",3,,,,,"1/4 mini twix,mars,snicker,mailky way","1/4 mini twix,mars,snicker,mailky way",Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.14,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
15009-56,3/4 serving of cornflakes,8,,,,,3/4 portie cornflakes,3/4 portie cornflakes,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
13096-25,fondaparinux,1426,,ATC,B01AX05,fondaparinux,Fondaparinux (Arixtra),Fondaparinux (Arixtra),Injecties Haematologisch,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696675219673,40163947,0.5 ML fondaparinux sodium 5 MG/ML Prefilled Syringe [Arixtra],Drug,MAPS_TO,,Patrick Thoral,1696675179155,
13096-25,fondaparinux,1426,,ATC,B01AX05,fondaparinux,Fondaparinux (Arixtra),Fondaparinux (Arixtra),Injecties Haematologisch,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696675219673,4142048,Subcutaneous,Route,MAPS_TO_TYPE,,Patrick Thoral,1696675212566,
14609-118,MIDEX - study,6,,,,,MIDEX - studie,MIDEX - studie,Research,Research-Processen,0.28,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
19571-21,oseltamivir,356,,ATC,J05AH02,oseltamivir,Oseltamivir (Tamiflu),Oseltamivir (Tamiflu),Niet iv Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696797793444,44088416,Oseltamivir 75 MG Oral Capsule [Tamiflu] by Roche,Drug,MAPS_TO,,Patrick Thoral,1696797790438,
9044-69,Cetomacrogol cream,144,,,,,Cetomacrogolcrème,Cetomacrogolcrème,Niet iv Zalven/Crèmes/Druppels,Medicatie,0.84,UNCHECKED,UNREVIEWED,,0,42900336,ceteareth 20,Drug,MAPS_TO,,<auto>,1686702658253,
14648-65,Research Midazolam/Placebo,81,,,,,Research  Midazolam/Placebo,Research  Midazolam/Placebo,2. Spuitpompen,Medicatie,0.43,APPROVED,UNMATCHED,Patrick Thoral,1710155685635,0,Unmapped,,MAPS_TO,,,0,
14919-56,"1/2 mini twix, mars, snicker, mailky way",12,,,,,"1/2 mini twix,mars,snicker,mailky way","1/2 mini twix,mars,snicker,mailky way",Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.15,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
15010-56,1 portion soaked plums,98,,,,,1 portie gewelde pruimen,1 portie gewelde pruimen,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.25,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
13098-69,Latanoprost/Timolol (Xalacom),277,,,,,Latanoprost/timolol (Xalacom),Latanoprost/timolol (Xalacom),Niet iv Zalven/Crèmes/Druppels,Medicatie,0.51,UNCHECKED,UNREVIEWED,,0,44119032,latanoprost 0.05 MG/ML / Timolol 5 MG/ML [Act Latanoprost/Timolol],Drug,MAPS_TO,,<auto>,1686702659614,
9047-15,Chloramphenicol,17,,,,,Chlooramfenicol,Chlooramfenicol IV,Injecties Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1710263551646,40023477,chloramphenicol Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1710263546364,
19572-30,Dipyridamole (Persantin) Retard,425,,,,,Dipyridamol (Persantin) Retard,Dipyridamol (Persantin) Retard,Niet iv Circulatie/Diurese,Medicatie,0.66,APPROVED,EQUAL,Patrick Thoral,1711151283291,21025007,Dipyridamole Oral Tablet [Persantin],Drug,MAPS_TO,,Patrick Thoral,1711151280368,
14920-56,"3/4 mini twix, mars, snicker, mailky way",1,,,,,"3/4 mini twix,mars,snicker,mailky way","3/4 mini twix,mars,snicker,mailky way",Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.14,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
9048-29,Chlordiazepoxide,23,,,,,Chloordiazepoxide,Chloordiazepoxide,Niet iv CZS/Sedatie/Analgetica,Medicatie,1.00,UNCHECKED,UNREVIEWED,,0,990678,chlordiazepoxide,Drug,MAPS_TO,,<auto>,1686702661160,
15011-56,1/4 portion soaked plums,4,,,,,1/4 portie gewelde pruimen,1/4 portie gewelde pruimen,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.19,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
14649-65,Research Dexmedetomidine/Placebo,130,,,,,Research Dexmedetomidine/Placebo,Research Dexmedetomidine/Placebo,2. Spuitpompen,Medicatie,0.58,APPROVED,UNMATCHED,Patrick Thoral,1710155685635,0,Unmapped,,MAPS_TO,,,0,
19665-118,COURSe - Study,327,,,,,COUrSe - Studie,COUrSe - Studie,Research,Research-Processen,0.22,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
13101-69,Polyvidone eye drops (Protagens),173,,,,,Polyvidon oogdruppels (Protagens),Polyvidon oogdruppels (Protagens),Niet iv Zalven/Crèmes/Druppels,Medicatie,0.42,UNCHECKED,UNREVIEWED,,0,40235759,polyvinyl alcohol Ophthalmic Solution [Tears Again Eye Drops],Drug,MAPS_TO,,<auto>,1686702661730,
9049-70,caffeine,4,,,,,Coffeïne,Coffeïne,Niet iv Tractus Respiratorius,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696768329478,1134439,caffeine,Drug,MAPS_TO,,<auto>,1686702661866,
9049-70,caffeine,4,,,,,Coffeïne,Coffeïne,Niet iv Tractus Respiratorius,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696768329478,4167540,Enteral,Route,MAPS_TO_TYPE,,Patrick Thoral,1696768310276,
19692-118,Rotem SDF - Study,7,,,,,Rotem SDF - Studie,Rotem SDF - Studie,Research,Research-Processen,0.15,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
15012-56,1/2 portion soaked plums,9,,,,,1/2 portie gewelde pruimen,1/2 portie gewelde pruimen,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.20,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
14921-56,1 portion shortbread chunks,21,,,,,1 portie spritsbrokken,1 portie spritsbrokken,Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.23,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
15013-56,3/4 portion soaked plums,2,,,,,3/4 portie gewelde pruimen,3/4 portie gewelde pruimen,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.19,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
14688-25,Protamine Hydrochloride (Protamine 1000),157,,,,,Protamine-hydrochloride (Protamine 1000),Protamine-hydrochloride (Protamine 1000),Injecties Haematologisch,Medicatie,0.56,UNCHECKED,UNREVIEWED,,0,42706015,thiamine hydrochloride 100 MG,Drug,MAPS_TO,,<auto>,1686702664793,
19735-118,Deltatrac VCO2 study,105,,,,,Deltatrac-VCO2  studie,Deltatrac-VCO2  studie,Research,Research-Processen,0.17,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
15014-42,Water 50ml,5780,,,,,Water 50ml,Water 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.81,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9050-32,Acetrizoate meglumine (Constrast CT),2,,,,,Acetrizoaat meglumine (Constrast CT),Acetrizoaat meglumine,Niet iv Overig,Medicatie,0.53,APPROVED,EQUAL,Patrick Thoral,1696615378488,42970610,Diatrizoate / Meglumine / Sodium Hydroxide Oral Suspension,Drug,MAPS_TO,,Patrick Thoral,1696615377265,
14922-56,1/4 portion shortbread chunks,3,,,,,1/4 portie spritsbrokken,1/4 portie spritsbrokken,Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.22,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
13102-69,Dexamethasone/gentamicin eye ointment (Dexamytrex),240,,,,,Dexamethason/gentamicine oogzalf (Dexamytrex),Dexamethason/gentamicine oogzalf (Dexamytrex),Niet iv Zalven/Crèmes/Druppels,Medicatie,0.55,UNCHECKED,UNREVIEWED,,0,41176072,Dexamethasone / Gentamicin Ophthalmic Ointment [Dexamytrex],Drug,MAPS_TO,,<auto>,1686702665704,
14755-32,Research NaCl 0.9%,3,,,,,"Research NaCL 0,9%","Research NaCL 0,9%",Niet iv Overig,Medicatie,0.29,UNCHECKED,UNREVIEWED,,0,44078197,Starch 0.5 MG/ML,Drug,MAPS_TO,,<auto>,1686702666158,
19738-21,Ritonavir (Norvir),61,,,,,Ritonavir (Norvir),Ritonavir (Norvir),Niet iv Antimicrobiele middelen,Medicatie,0.54,UNCHECKED,UNREVIEWED,,0,40171781,ritonavir Oral Tablet [Norvir],Drug,MAPS_TO,,<auto>,1686702666251,
15015-42,Water 100ml,13064,,,,,Water 100ml,Water 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.83,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9052-21,co-trimoxazole,1199,,ATC,J01EE01,sulfamethoxazole and trimethoprim,Co-trimoxazol forte (Bactrimel),Co-trimoxazol forte (Bactrimel),Niet iv Antimicrobiele middelen,Medicatie,0.39,APPROVED,EQUAL,Patrick Thoral,1696795369559,40933447,Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Co Trimoxazol],Drug,MAPS_TO,,Patrick Thoral,1696795367409,
13103-69,Latanoprost (Xalatan),128,,,,,Latanoprost (Xalatan),Latanoprost (Xalatan),Niet iv Zalven/Crèmes/Druppels,Medicatie,0.46,UNCHECKED,UNREVIEWED,,0,954688,latanoprost,Drug,MAPS_TO,,<auto>,1686702667015,
14773-118,MASH II - Study,7,,,,,MASH II - Studie,MASH II - Studie,Research,Research-Processen,0.22,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
19739-21,Atazanavir (Reyataz),41,,,,,Atazanavir (Reyataz),Atazanavir (Reyataz),Niet iv Antimicrobiele middelen,Medicatie,0.62,APPROVED,EQUAL,Patrick Thoral,1696724457192,40010553,atazanavir Oral Capsule [Reyataz],Drug,MAPS_TO,,Patrick Thoral,1696724455720,
15016-42,Water 200ml,10055,,,,,Water 200ml,Water 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.85,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
14923-56,1/2 portion shortbread chunks,6,,,,,1/2 portie spritsbrokken,1/2 portie spritsbrokken,Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.24,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
15017-42,Water 250ml,2696,,,,,Water 250ml,Water 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.83,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
15018-42,Water × ml,2434,,,,,Water x ml,Water x ml,Voeding Drinken,Voeding-Intake-Vocht,0.23,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9053-69,Triamcinolone acetonide (cream),82,,,,,Triamcinolonacetonide (crème),Triamcinolonacetonide,Niet iv Zalven/Crèmes/Druppels,Medicatie,0.73,UNCHECKED,UNREVIEWED,,0,40163407,triamcinolone acetonide 1 MG/ML,Drug,MAPS_TO,,<auto>,1686702668536,
19740-21,Emtricitabine (Emtriva),1,,,,,Emtricitabine (Emtriva),Emtricitabine (Emtriva),Niet iv Antimicrobiele middelen,Medicatie,0.66,UNCHECKED,UNREVIEWED,,0,1703069,emtricitabine,Drug,MAPS_TO,,<auto>,1686702668544,
14775-65,Research Magnesium/Placebo,81,,,,,Research Magnesium/Placebo,Research Magnesium/Placebo,2. Spuitpompen,Medicatie,0.40,APPROVED,UNMATCHED,Patrick Thoral,1710155685635,0,Unmapped,,MAPS_TO,,,0,
14924-56,3/4 portion shortbread chunks,3,,,,,3/4 portie spritsbrokken,3/4 portie spritsbrokken,Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.22,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
15019-42,Tea 50ml,475,,,,,Thee 50ml,Thee 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.60,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
14925-56,1 quick jelle,16,,,,,1 snelle jelle,1 snelle jelle,Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.28,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
14778-56,1 cup cream cheese with chives,3,,,,,1 bakje roomkaas met bieslook,1 bakje roomkaas met bieslook,Voeding Vast voedsel,Voeding-Intake-Hartige-Snaq,0.22,APPROVED,UNMATCHED,Patrick Thoral,1696613682260,4026328,Savory snacks,Observation,MAPS_TO,,Patrick Thoral,1696613658597,
15020-42,Tea 100ml,1435,,,,,Thee 100ml,Thee 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.59,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
13104-69,Dexamethasone/framycetin/gramicidin ear drops (Sofradex),413,,,,,Dexamethason/framycetine/gramicidine oordruppels (Sofradex),Dexamethason oordruppels (Sofradex),Niet iv Zalven/Crèmes/Druppels,Medicatie,0.45,UNCHECKED,UNREVIEWED,,0,40738824,Dexamethasone 0.0005 MG/MG / Framycetin 0.005 MG/MG / Gramicidin 0.00005 MG/MG [Sofradex],Drug,MAPS_TO,,<auto>,1686702669935,
14926-56,1/4 quick jelle,2,,,,,1/4 snelle jelle,1/4 snelle jelle,Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.23,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
15021-42,Tea 200ml,5278,,,,,Thee 200ml,Thee 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.64,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
13156-118,PAC - PiCCO - Study,102,,,,,PAC - PiCCO - Studie,PAC - PiCCO - Studie,Research,Research-Processen,0.26,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
9054-69,Hydrocortisone Acetate (cream),12,,,,,Hydrocortison acetaat (crème),Hydrocortison acetaat,Niet iv Zalven/Crèmes/Druppels,Medicatie,0.66,UNCHECKED,UNREVIEWED,,0,40230685,hydrocortisone acetate 10 MG/ML Topical Cream,Drug,MAPS_TO,,<auto>,1686702670777,
14927-56,1/2 quick jelle,4,,,,,1/2 snelle jelle,1/2 snelle jelle,Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.28,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
15022-42,Tea 250ml,993,,,,,Thee 250ml,Thee 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.65,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
19741-21,Emtricitabine/Tenofovir disoproxil (Truvada),54,,,,,Emtricitabine/tenofovirdisoproxil (Truvada),Emtricitabine/tenofovirdisoproxil (Truvada),Niet iv Antimicrobiele middelen,Medicatie,0.72,UNCHECKED,UNREVIEWED,,0,40124351,emtricitabine / tenofovir disoproxil Oral Tablet [Truvada],Drug,MAPS_TO,,<auto>,1686702671399,
14782-56,1 cup of salmon salad,74,,,,,1 bakje zalmsalade,1 bakje zalmsalade,Voeding Vast voedsel,Voeding-Intake-Hartige-Snaq,0.37,APPROVED,UNMATCHED,Patrick Thoral,1696613682260,4026328,Savory snacks,Observation,MAPS_TO,,Patrick Thoral,1696613658597,
14928-56,3/4 quick jelle,2,,,,,3/4 snelle jelle,3/4 snelle jelle,Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.23,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
15023-42,Tea x ml,209,,,,,Thee x ml,Thee x ml,Voeding Drinken,Voeding-Intake-Vocht,0.36,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
19744-118,PRESCRIPT - Study,3,,,,,PRESCRIPT - Studie,PRESCRIPT - Studie,Research,Research-Processen,0.43,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
13159-29,Oxcarbazepine (Trileptal),155,,,,,Oxcarbazepine (Trileptal),Oxcarbazepine (Trileptal),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.76,APPROVED,EQUAL,Patrick Thoral,1710152795507,40102259,oxcarbazepine Oral Tablet [Trileptal],Drug,MAPS_TO,,<auto>,1686702672720,
9056-29,Valproic Acid (Depakine Chrono),1077,,,,,Valproïnezuur (Depakine Chrono),Valproïnezuur (Depakine Chrono),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.58,APPROVED,EQUAL,Patrick Thoral,1710150207915,42931745,Valproate 500 MG [DEPAKINE CHRONO],Drug,MAPS_TO,,<auto>,1686702672907,
15024-42,Coffee 150ml,1410,,,,,Koffie 150ml,Koffie 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.57,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
14783-56,1/4 cup of salmon salad,8,,,,,1/4 bakje zalmsalade,1/4 bakje zalmsalade,Voeding Vast voedsel,Voeding-Intake-Hartige-Snaq,0.27,APPROVED,UNMATCHED,Patrick Thoral,1696613682260,4026328,Savory snacks,Observation,MAPS_TO,,Patrick Thoral,1696613658597,
14929-56,1 slice of cake (35 g),162,,,,,1 plak cake (35 g),1 plak cake (35 g),Voeding Vast voedsel,Voeding-Intake-Zoete-Snaq,0.28,APPROVED,INEXACT,Patrick Thoral,1696613262930,4332187,Snack food,Observation,MAPS_TO,,Patrick Thoral,1696613251484,
19747-118,Ratio-Pro - Study,7,,,,,Ratio-Pro - Studie,Ratio-Pro - Studie,Research,Research-Processen,0.42,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
