source_concept_id,source_concept,count,count_validated,itemid,item,abbreviation,category,islabresult,valueid,source_concept_en
13139-1,Bloeding/ stollingsstornissen,48,48,13139,D_Interne Geneeskunde_Hematologisch,D_Interne Geneeskunde_Hematologisch,Diagnose,0,1,Bleeding/clotting disorders
13139-2,Diffuse intravasale stolling,8,8,13139,D_Interne Geneeskunde_Hematologisch,D_Interne Geneeskunde_Hematologisch,Diagnose,0,2,Diffuse intravascular coagulation
13139-3,TTP/HUS,25,25,13139,D_Interne Geneeskunde_Hematologisch,D_Interne Geneeskunde_Hematologisch,Diagnose,0,3,TTP/HUS
13139-4,Hematologische maligniteit,771,771,13139,D_Interne Geneeskunde_Hematologisch,D_Interne Geneeskunde_Hematologisch,Diagnose,0,4,Hematologic malignancy
13139-5,Diagnose anders,270,270,13139,D_Interne Geneeskunde_Hematologisch,D_Interne Geneeskunde_Hematologisch,Diagnose,0,5,Diagnosis different
13140-1,Verdrinking,28,28,13140,D_Interne Geneeskunde_Overige,D_Interne Geneeskunde_Overige,Diagnose,0,1,Drowning
13140-2,Obstetrie/ HELLP,30,30,13140,D_Interne Geneeskunde_Overige,D_Interne Geneeskunde_Overige,Diagnose,0,2,Obstetrics/ HELLP
13140-3,Diagnose anders,563,563,13140,D_Interne Geneeskunde_Overige,D_Interne Geneeskunde_Overige,Diagnose,0,3,Diagnosis different
13141-1,Respiratoire insufficientie na ok,72,72,13141,D_Algemene chirurgie_Algemeen,D_Algemene chirurgie_Algemeen,Diagnose,0,1,Respiratory failure after OK
13141-2,Na respiratoir arrest,5,5,13141,D_Algemene chirurgie_Algemeen,D_Algemene chirurgie_Algemeen,Diagnose,0,2,After respiratory arrest
13141-3,Haemorragische shock,26,26,13141,D_Algemene chirurgie_Algemeen,D_Algemene chirurgie_Algemeen,Diagnose,0,3,Haemorrhagic shock
13141-4,Sepsis,146,146,13141,D_Algemene chirurgie_Algemeen,D_Algemene chirurgie_Algemeen,Diagnose,0,4,Sepsis
13141-5,Na reanimatie,6,6,13141,D_Algemene chirurgie_Algemeen,D_Algemene chirurgie_Algemeen,Diagnose,0,5,After CPR
13141-6,Diagnose anders,310,310,13141,D_Algemene chirurgie_Algemeen,D_Algemene chirurgie_Algemeen,Diagnose,0,6,Diagnosis different
13145-1,Mond/keelholte/kaak chirurgie (hemodynamische bewaking),104,104,13145,D_Algemene chirurgie_KNO/Overige,D_Algemene chirurgie_KNO/Overige,Diagnose,0,1,Oral/pharynx/jaw surgery (haemodynamic monitoring)
13145-2,Mond/keelholte/kaak chirurgie (respiratoire bewaking),524,524,13145,D_Algemene chirurgie_KNO/Overige,D_Algemene chirurgie_KNO/Overige,Diagnose,0,2,Oral/pharyngeal/jaw surgery (respiratory monitoring)
13145-3,Overige chirurgie (hemodynamische bewaking),59,59,13145,D_Algemene chirurgie_KNO/Overige,D_Algemene chirurgie_KNO/Overige,Diagnose,0,3,Other surgery (hemodynamic monitoring)
13145-4,Overige chirurgie (respiratoire bewaking),173,173,13145,D_Algemene chirurgie_KNO/Overige,D_Algemene chirurgie_KNO/Overige,Diagnose,0,4,Other surgery (respiratory monitoring)
13145-5,Haematologisch,11,11,13145,D_Algemene chirurgie_KNO/Overige,D_Algemene chirurgie_KNO/Overige,Diagnose,0,5,Haematological
13145-6,Diagnose anders,251,251,13145,D_Algemene chirurgie_KNO/Overige,D_Algemene chirurgie_KNO/Overige,Diagnose,0,6,Diagnosis different
16642-7,Respiratoire insufficientie na ok,4,4,16642,DMC_Algemene chirurgie_Algemeen,DMC_Algemene chirurgie_Algemeen,Diagnose,0,7,Respiratory failure after OK
16642-9,Haemorragische shock,2,2,16642,DMC_Algemene chirurgie_Algemeen,DMC_Algemene chirurgie_Algemeen,Diagnose,0,9,Haemorrhagic shock
16642-10,Sepsis,2,2,16642,DMC_Algemene chirurgie_Algemeen,DMC_Algemene chirurgie_Algemeen,Diagnose,0,10,Sepsis
16642-12,Diagnose anders,12,12,16642,DMC_Algemene chirurgie_Algemeen,DMC_Algemene chirurgie_Algemeen,Diagnose,0,12,Diagnosis different
16643-11,Pancreatitis/pancreatectomie,33,33,16643,DMC_Algemene chirurgie_Buikchirurgie,DMC_Algemene chirurgie_Buikchirurgie,Diagnose,0,11,Pancreatitis/pancreatectomy
16643-12,Lever resectie/perfusie,31,31,16643,DMC_Algemene chirurgie_Buikchirurgie,DMC_Algemene chirurgie_Buikchirurgie,Diagnose,0,12,Liver resection/perfusion
16643-13,Galblaas/ galwegen chirurgie,28,28,16643,DMC_Algemene chirurgie_Buikchirurgie,DMC_Algemene chirurgie_Buikchirurgie,Diagnose,0,13,Gallbladder/bile duct surgery
16643-14,Oesophagus/maag chirurgie,101,101,16643,DMC_Algemene chirurgie_Buikchirurgie,DMC_Algemene chirurgie_Buikchirurgie,Diagnose,0,14,Oesophageal/gastric surgery
16643-15,Dunne/dikkedarm chirurgie (perforatie of obstructie),77,77,16643,DMC_Algemene chirurgie_Buikchirurgie,DMC_Algemene chirurgie_Buikchirurgie,Diagnose,0,15,Small/colon surgery (perforation or obstruction)
16643-16,Proeflaparotomie,12,12,16643,DMC_Algemene chirurgie_Buikchirurgie,DMC_Algemene chirurgie_Buikchirurgie,Diagnose,0,16,Trial laparotomy
16643-17,Gastro-intestinaal voor bloeding,7,7,16643,DMC_Algemene chirurgie_Buikchirurgie,DMC_Algemene chirurgie_Buikchirurgie,Diagnose,0,17,Gastrointestinal for bleeding
16643-18,Gastro-intestinaal voor neoplasma,73,73,16643,DMC_Algemene chirurgie_Buikchirurgie,DMC_Algemene chirurgie_Buikchirurgie,Diagnose,0,18,Gastrointestinal for neoplasm
16643-19,Gastro-intestinaal overig,32,32,16643,DMC_Algemene chirurgie_Buikchirurgie,DMC_Algemene chirurgie_Buikchirurgie,Diagnose,0,19,Gastrointestinal other
16643-20,Diagnose anders,62,62,16643,DMC_Algemene chirurgie_Buikchirurgie,DMC_Algemene chirurgie_Buikchirurgie,Diagnose,0,20,Diagnosis different
16644-3,Endocrinologische chirurgie,22,22,16644,DMC_Algemene chirurgie_Endocrinologische chirurgie,DMC_Algemene chirurgie_Endocrinologische chirurgie,Diagnose,0,3,Endocrinological surgery
16644-4,Diagnose anders,4,4,16644,DMC_Algemene chirurgie_Endocrinologische chirurgie,DMC_Algemene chirurgie_Endocrinologische chirurgie,Diagnose,0,4,Diagnosis different
16645-7,Mond/keelholte/kaak chirurgie (hemodynamische bewaking),2,2,16645,DMC_Algemene chirurgie_KNO/Overige,DMC_Algemene chirurgie_KNO/Overige,Diagnose,0,7,Oral/pharyngeal/jaw surgery (hemodynamic monitoring)
16645-8,Mond/keelholte/kaak chirurgie (respiratoire bewaking),21,21,16645,DMC_Algemene chirurgie_KNO/Overige,DMC_Algemene chirurgie_KNO/Overige,Diagnose,0,8,Oral/pharyngeal/jaw surgery (respiratory monitoring)
16645-9,Overige chirurgie (hemodynamische bewaking),11,11,16645,DMC_Algemene chirurgie_KNO/Overige,DMC_Algemene chirurgie_KNO/Overige,Diagnose,0,9,Other surgery (hemodynamic monitoring)
16645-10,Overige chirurgie (respiratoire bewaking),10,10,16645,DMC_Algemene chirurgie_KNO/Overige,DMC_Algemene chirurgie_KNO/Overige,Diagnose,0,10,Other surgery (respiratory monitoring)
16645-12,Diagnose anders,6,6,16645,DMC_Algemene chirurgie_KNO/Overige,DMC_Algemene chirurgie_KNO/Overige,Diagnose,0,12,Diagnosis different
16646-5,Orthopedische chirurgie (hemodynamische bewaking),16,16,16646,DMC_Algemene chirurgie_Orthopedische chirurgie,DMC_Algemene chirurgie_Orthopedische chirurgie,Diagnose,0,5,Orthopedic surgery (hemodynamic monitoring)
16646-6,Orthopedische chirurgie (respiratoire bewaking),6,6,16646,DMC_Algemene chirurgie_Orthopedische chirurgie,DMC_Algemene chirurgie_Orthopedische chirurgie,Diagnose,0,6,Orthopedic surgery (respiratory monitoring)
16646-7,Intercorporele spondylodese,4,4,16646,DMC_Algemene chirurgie_Orthopedische chirurgie,DMC_Algemene chirurgie_Orthopedische chirurgie,Diagnose,0,7,Intercorporeal spondylodesis
16646-8,Diagnose anders,12,12,16646,DMC_Algemene chirurgie_Orthopedische chirurgie,DMC_Algemene chirurgie_Orthopedische chirurgie,Diagnose,0,8,Diagnosis different
16647-9,Nier en pancreastransplantatie,3,3,16647,DMC_Algemene chirurgie_Transplantatie chirurgie,DMC_Algemene chirurgie_Transplantatie chirurgie,Diagnose,0,9,Kidney and pancreas transplant
16647-10,Niertransplantatie,119,119,16647,DMC_Algemene chirurgie_Transplantatie chirurgie,DMC_Algemene chirurgie_Transplantatie chirurgie,Diagnose,0,10,Kidney transplantation
16648-14,Multi trauma (operatief),54,54,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,14,Multi trauma (operative)
16648-15,Multi trauma (niet operatief),84,84,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,15,Multi trauma (non-surgical)
16648-17,Hoofdtrauma (niet operatief),2,2,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,17,Head trauma (non-operative)
16648-18,Thoraxtrauma (operatief),4,4,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,18,Thoracic trauma (surgical)
16648-19,Thoraxtrauma (niet operatief),36,36,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,19,Thoracic trauma (non-operative)
16648-20,Buiktrauma (operatief),11,11,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,20,Abdominal trauma (surgical)
16648-21,Buiktrauma (niet operatief),6,6,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,21,Abdominal trauma (non-surgical)
16648-22,Trauma wervelfr/dwarslaesie (operatief),5,5,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,22,Spinal trauma/paraplegia (surgical)
16648-23,Trauma wervelfr/dwarslaesie (niet operatief),12,12,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,23,Spinal trauma/paraplegia (non-operative)
16648-24,Extremiteitentrauma (operatief),22,22,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,24,Extremity trauma (surgical)
16648-25,Extremiteitentrauma (niet operatief),2,2,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,25,Extremity trauma (non-surgical)
16648-26,Diagnose anders,3,3,16648,DMC_Algemene chirurgie_Trauma,DMC_Algemene chirurgie_Trauma,Diagnose,0,26,Diagnosis different
16649-7,Nefrectomie (neoplasma),9,9,16649,DMC_Algemene chirurgie_Urogenitaal,DMC_Algemene chirurgie_Urogenitaal,Diagnose,0,7,Nephrectomy (neoplasm)
16649-8,Nefrectomie (overige),8,8,16649,DMC_Algemene chirurgie_Urogenitaal,DMC_Algemene chirurgie_Urogenitaal,Diagnose,0,8,Nephrectomy (other)
16649-9,Urologie (overige),46,46,16649,DMC_Algemene chirurgie_Urogenitaal,DMC_Algemene chirurgie_Urogenitaal,Diagnose,0,9,Urology (other)
16649-10,Gynacologische chirurgie (hemodynamische bewaking),16,16,16649,DMC_Algemene chirurgie_Urogenitaal,DMC_Algemene chirurgie_Urogenitaal,Diagnose,0,10,Gynacological surgery (hemodynamic monitoring)
16649-11,Gynacologische chirurgie (respiratoire bewaking),2,2,16649,DMC_Algemene chirurgie_Urogenitaal,DMC_Algemene chirurgie_Urogenitaal,Diagnose,0,11,Gynacological surgery (respiratory monitoring)
16649-12,Diagnose anders,4,4,16649,DMC_Algemene chirurgie_Urogenitaal,DMC_Algemene chirurgie_Urogenitaal,Diagnose,0,12,Diagnosis different
16650-10,Vaatchirurgie abdominaal,46,46,16650,DMC_Algemene chirurgie_Vaatchirurgie,DMC_Algemene chirurgie_Vaatchirurgie,Diagnose,0,10,Abdominal vascular surgery
16650-11,Thoraco-abdominale aorta vervanging,22,22,16650,DMC_Algemene chirurgie_Vaatchirurgie,DMC_Algemene chirurgie_Vaatchirurgie,Diagnose,0,11,Thoraco-abdominal aortic replacement
16650-12,Vaatchirurgie perifeer,78,78,16650,DMC_Algemene chirurgie_Vaatchirurgie,DMC_Algemene chirurgie_Vaatchirurgie,Diagnose,0,12,Vascular surgery peripheral
16650-13,Embolectomie/trombolyse,29,29,16650,DMC_Algemene chirurgie_Vaatchirurgie,DMC_Algemene chirurgie_Vaatchirurgie,Diagnose,0,13,Embolectomy/thrombolysis
16650-14,Observatie aneurysma,8,8,16650,DMC_Algemene chirurgie_Vaatchirurgie,DMC_Algemene chirurgie_Vaatchirurgie,Diagnose,0,14,Aneurysm observation
16650-15,EVAR,63,63,16650,DMC_Algemene chirurgie_Vaatchirurgie,DMC_Algemene chirurgie_Vaatchirurgie,Diagnose,0,15,EVAR
16650-16,PTCA (perifere vaten),6,6,16650,DMC_Algemene chirurgie_Vaatchirurgie,DMC_Algemene chirurgie_Vaatchirurgie,Diagnose,0,16,PTCA (peripheral vessels)
16650-17,Overige (niet operatief),19,19,16650,DMC_Algemene chirurgie_Vaatchirurgie,DMC_Algemene chirurgie_Vaatchirurgie,Diagnose,0,17,Other (non-operative)
16650-18,Diagnose anders,63,63,16650,DMC_Algemene chirurgie_Vaatchirurgie,DMC_Algemene chirurgie_Vaatchirurgie,Diagnose,0,18,Diagnosis different
16652-9,Cholangitis/Pancratitis,3,3,16652,DMC_Interne Geneeskunde_Abdominaal,DMC_Interne Geneeskunde_Abdominaal,Diagnose,0,9,Cholangitis/Pancratitis
16652-10,Leverinsufficientie,1,1,16652,DMC_Interne Geneeskunde_Abdominaal,DMC_Interne Geneeskunde_Abdominaal,Diagnose,0,10,Liver failure
16652-12,Bloeding tractus digestivus,23,23,16652,DMC_Interne Geneeskunde_Abdominaal,DMC_Interne Geneeskunde_Abdominaal,Diagnose,0,12,Digestive tract hemorrhage
16652-14,Diagnose anders,3,3,16652,DMC_Interne Geneeskunde_Abdominaal,DMC_Interne Geneeskunde_Abdominaal,Diagnose,0,14,Diagnosis different
16653-13,Cardiogene shock,3,3,16653,DMC_Interne Geneeskunde_Cardiovasculair,DMC_Interne Geneeskunde_Cardiovasculair,Diagnose,0,13,Cardiogenic shock
16653-14,Sepsis,8,8,16653,DMC_Interne Geneeskunde_Cardiovasculair,DMC_Interne Geneeskunde_Cardiovasculair,Diagnose,0,14,Sepsis
16653-15,Decompensatio cordis,9,9,16653,DMC_Interne Geneeskunde_Cardiovasculair,DMC_Interne Geneeskunde_Cardiovasculair,Diagnose,0,15,Congestive heart failure
16653-16,Angina pectoris/myocardinfarct,4,4,16653,DMC_Interne Geneeskunde_Cardiovasculair,DMC_Interne Geneeskunde_Cardiovasculair,Diagnose,0,16,Angina pectoris/myocardial infarction
16653-17,Ritme stoornissen,8,8,16653,DMC_Interne Geneeskunde_Cardiovasculair,DMC_Interne Geneeskunde_Cardiovasculair,Diagnose,0,17,Rhythm disorders
16653-18,Na reanimatie,22,22,16653,DMC_Interne Geneeskunde_Cardiovasculair,DMC_Interne Geneeskunde_Cardiovasculair,Diagnose,0,18,After resuscitation
16653-19,Hypertensie,6,6,16653,DMC_Interne Geneeskunde_Cardiovasculair,DMC_Interne Geneeskunde_Cardiovasculair,Diagnose,0,19,Hypertension
16653-20,Thoracaal of abdominaal aneurysma,2,2,16653,DMC_Interne Geneeskunde_Cardiovasculair,DMC_Interne Geneeskunde_Cardiovasculair,Diagnose,0,20,Thoracic or abdominal aneurysm
16653-21,Diagnose anders,5,5,16653,DMC_Interne Geneeskunde_Cardiovasculair,DMC_Interne Geneeskunde_Cardiovasculair,Diagnose,0,21,Diagnosis different
16654-8,TTP/HUS,1,1,16654,DMC_Interne Geneeskunde_Hematologisch,DMC_Interne Geneeskunde_Hematologisch,Diagnose,0,8,TTP/HUS
16654-9,Hematologische maligniteit,2,2,16654,DMC_Interne Geneeskunde_Hematologisch,DMC_Interne Geneeskunde_Hematologisch,Diagnose,0,9,Hematologic malignancy
16654-10,Diagnose anders,1,1,16654,DMC_Interne Geneeskunde_Hematologisch,DMC_Interne Geneeskunde_Hematologisch,Diagnose,0,10,Diagnosis different
16655-7,Endocarditis,1,1,16655,DMC_Interne Geneeskunde_Infectieziekten,DMC_Interne Geneeskunde_Infectieziekten,Diagnose,0,7,Endocarditis
16655-9,Urosepsis,6,6,16655,DMC_Interne Geneeskunde_Infectieziekten,DMC_Interne Geneeskunde_Infectieziekten,Diagnose,0,9,Urosepsis
16655-11,Infectieuze aandoening overig,30,30,16655,DMC_Interne Geneeskunde_Infectieziekten,DMC_Interne Geneeskunde_Infectieziekten,Diagnose,0,11,Other infectious disease
16655-12,Diagnose anders,5,5,16655,DMC_Interne Geneeskunde_Infectieziekten,DMC_Interne Geneeskunde_Infectieziekten,Diagnose,0,12,Diagnosis different
16656-5,Intoxicatie,18,18,16656,DMC_Interne Geneeskunde_Metabool,DMC_Interne Geneeskunde_Metabool,Diagnose,0,5,Intoxication
16656-6,Tentame suicide/Overdosis,15,15,16656,DMC_Interne Geneeskunde_Metabool,DMC_Interne Geneeskunde_Metabool,Diagnose,0,6,Exam suicide/overdose
16656-7,Diabetische keto-acidose,7,7,16656,DMC_Interne Geneeskunde_Metabool,DMC_Interne Geneeskunde_Metabool,Diagnose,0,7,Diabetic ketoacidosis
16656-8,Diagnose anders,12,12,16656,DMC_Interne Geneeskunde_Metabool,DMC_Interne Geneeskunde_Metabool,Diagnose,0,8,Diagnosis different
16657-5,Obstetrie/ HELLP,1,1,16657,DMC_Interne Geneeskunde_Overige,DMC_Interne Geneeskunde_Overige,Diagnose,0,5,Obstetrics/ HELLP
16657-6,Diagnose anders,18,18,16657,DMC_Interne Geneeskunde_Overige,DMC_Interne Geneeskunde_Overige,Diagnose,0,6,Diagnosis different
16658-12,Pneumonie,31,31,16658,DMC_Interne Geneeskunde_Pulmonaal,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,0,12,Pneumonia
16658-14,Hogere luchtwegobstructie,6,6,16658,DMC_Interne Geneeskunde_Pulmonaal,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,0,14,Upper airway obstruction
16658-15,Respiratoire insufficiëntie,58,58,16658,DMC_Interne Geneeskunde_Pulmonaal,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,0,15,Respiratory failure
16658-16,Longembolie,2,2,16658,DMC_Interne Geneeskunde_Pulmonaal,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,0,16,Pulmonary embolism
16658-17,Respiratoir neoplasma,2,2,16658,DMC_Interne Geneeskunde_Pulmonaal,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,0,17,Respiratory neoplasm
16658-18,Na respiratoir arrest,1,1,16658,DMC_Interne Geneeskunde_Pulmonaal,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,0,18,After respiratory arrest
16658-19,Asthma of allergie,3,3,16658,DMC_Interne Geneeskunde_Pulmonaal,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,0,19,Asthma or allergy
16658-20,Chronisch obstructieve longziekte,5,5,16658,DMC_Interne Geneeskunde_Pulmonaal,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,0,20,Chronic obstructive pulmonary disease
16658-21,Aspiratie en vergiftiging,2,2,16658,DMC_Interne Geneeskunde_Pulmonaal,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,0,21,Aspiration and poisoning
16658-22,Diagnose anders,16,16,16658,DMC_Interne Geneeskunde_Pulmonaal,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,0,22,Diagnosis different
16659-5,Acute tubulus necrose,2,2,16659,DMC_Interne Geneeskunde_Renaal,DMC_Interne Geneeskunde_Renaal,Diagnose,0,5,Acute tubule necrosis
16659-8,Diagnose anders,9,9,16659,DMC_Interne Geneeskunde_Renaal,DMC_Interne Geneeskunde_Renaal,Diagnose,0,8,Diagnosis different
16660-7,TC supra tentorieel,158,158,16660,DMC_Neurochirurgie _Tumor chirurgie,DMC_Neurochirurgie _Tumor chirurgie,Diagnose,0,7,TC supra tentorial
16660-8,Meningioom supra tentorieel,30,30,16660,DMC_Neurochirurgie _Tumor chirurgie,DMC_Neurochirurgie _Tumor chirurgie,Diagnose,0,8,Meningioma supra tentorial
16660-9,TC infra tentorieel,19,19,16660,DMC_Neurochirurgie _Tumor chirurgie,DMC_Neurochirurgie _Tumor chirurgie,Diagnose,0,9,TC infra tentorial
16660-10,Meningioom infra tentorieel,6,6,16660,DMC_Neurochirurgie _Tumor chirurgie,DMC_Neurochirurgie _Tumor chirurgie,Diagnose,0,10,Meningioma infra tentorial
16660-11,Brughoektumor,3,3,16660,DMC_Neurochirurgie _Tumor chirurgie,DMC_Neurochirurgie _Tumor chirurgie,Diagnose,0,11,Bridge angle tumor
16660-12,Diagnose anders,159,159,16660,DMC_Neurochirurgie _Tumor chirurgie,DMC_Neurochirurgie _Tumor chirurgie,Diagnose,0,12,Diagnosis different
16661-17,Aneurysma chir. bij SAB,8,8,16661,DMC_Neurochirurgie _Vasculair chirurgisch,DMC_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,17,Aneurysm chir. at SAB
16661-19,Aneurysma Coiling bij SAB,13,13,16661,DMC_Neurochirurgie _Vasculair chirurgisch,DMC_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,19,Aneurysm Coiling at SAB
16661-21,A.V.M./A.V.A.,2,2,16661,DMC_Neurochirurgie _Vasculair chirurgisch,DMC_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,21,A.V.M./A.V.A.
16661-22,Subduraal haematoom,33,33,16661,DMC_Neurochirurgie _Vasculair chirurgisch,DMC_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,22,Subdural hematoma
16661-23,Epiduraal haematoom,4,4,16661,DMC_Neurochirurgie _Vasculair chirurgisch,DMC_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,23,Epidural hematoma
16661-24,Intracerebraal haematoom,10,10,16661,DMC_Neurochirurgie _Vasculair chirurgisch,DMC_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,24,Intracerebral hematoma
16661-25,Diagnose anders,3,3,16661,DMC_Neurochirurgie _Vasculair chirurgisch,DMC_Neurochirurgie _Vasculair chirurgisch,Diagnose,0,25,Diagnosis different
16662-6,Cranioplastiek,5,5,16662,DMC_Neurochirurgie_Overige,DMC_Neurochirurgie _Overige,Diagnose,0,6,Cranioplasty
16662-8,Overige neurologie/neurochirurgie,78,78,16662,DMC_Neurochirurgie_Overige,DMC_Neurochirurgie _Overige,Diagnose,0,8,Other neurology/neurosurgery
16662-9,Neurochirurgisch Trauma,61,61,16662,DMC_Neurochirurgie_Overige,DMC_Neurochirurgie _Overige,Diagnose,0,9,Neurosurgical Trauma
16662-10,Diagnose anders,32,32,16662,DMC_Neurochirurgie_Overige,DMC_Neurochirurgie _Overige,Diagnose,0,10,Diagnosis different
16663-9,Coma,2,2,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,9,Coma
16663-10,Observatie neurologische status,11,11,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,10,Observation of neurological status
16663-11,Infectieuze aandoeningen CZS,4,4,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,11,CNS infectious diseases
16663-12,Epileptisch insult,13,13,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,12,Epileptic seizure
16663-13,Neuro musculaire ziekten,1,1,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,13,Neuromuscular diseases
16663-14,Overige neurologie,4,4,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,14,Other neurology
16663-15,Diagnose anders,2,2,16663,DMC_Neurologie_Overige,DMC_Neurologie_Overige,Diagnose,0,15,Diagnosis different
16664-7,S.A.B.,6,6,16664,DMC_Neurologie_Vasculair neurologisch,DMC_Neurologie_Vasculair neurologisch,Diagnose,0,7,S.A.B.
16664-8,Vaatspasme protocol,1,1,16664,DMC_Neurologie_Vasculair neurologisch,DMC_Neurologie_Vasculair neurologisch,Diagnose,0,8,Vasospasm protocol
16664-11,Intracerebraal haematoom,2,2,16664,DMC_Neurologie_Vasculair neurologisch,DMC_Neurologie_Vasculair neurologisch,Diagnose,0,11,Intracerebral hematoma
16664-12,Diagnose anders,7,7,16664,DMC_Neurologie_Vasculair neurologisch,DMC_Neurologie_Vasculair neurologisch,Diagnose,0,12,Diagnosis different
