source_concept_id,source_concept,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,category,ordercategory,islabresult,count,count_validated,values,source_concept_en
12525,TIC-Transfer van stand naar zit,,,,,Transfer van stand naar zit,FYSIO-TIC score,,0,25,25,Steun handen/controleren neergaande beweging; Gebruik achterkant onderbenen tegen stoel/controleren neergaande beweging; Ongecontroleerde neergaande beweging/zelfstandig; Met veel ondersteuning,TIC-Transfer from standing to sitting
12526,TIC-Transfer,,,,,Transfer,FYSIO-TIC score,,0,31,31,Minimaal gebruik handen/heen en teruggaande tranfer/veilig; Hulp 1 persoon; Hulp of supervisie van 2 personen of niet mogelijk,TIC Transfer
12560,NIV Program Status (Set),,,,,NIV Program Status (Set),RESP-Servo NIV Machinegegevens,,0,373763,16970,Waiting position; Ventilation; Disconnected,NIV Program Status (Set)
12611,Sonde maat,,,,,Sonde maat,P_Sonde,,0,20793,20793,14; 18; 16,Probe size
12613,Sonde positie,,,,,Sonde positie,P_Sonde,,0,13030,13030,Maag; Duodenum; Jejunum,Probe position
12614,Sonde route,,,,,Sonde route,P_Sonde,,0,11026,11026,Oraal; Nasaal Li; Nasaal Re; PEG; Jejunum Fistel,Probe route
12615,Sonde type,,,,,Sonde type,P_Sonde,,0,12103,12103,Normaal; Microsonde; Pur sonde; NAVA,Probe type
12621,Sonde functie,,,,,Sonde functie,P_Sonde,,0,14837,14837,Voeden; Hevelen (passief); Zuigdrainage,Probe function
12622,Sonde zuigdruk (H2O),,,,,Zuigdruk (H2O),P_Sonde,,0,62,62,5; 10; 15; 20,Suction pressure probe (H2O)
12623,Tube diepte,,,,,Tube diepte,P_Intubatie,,0,17394,17394,19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 17; 18,Tube depth
12624,Tube maat,,,,,Tube maat,P_Intubatie,,0,8632,8632,6; 6.5; 7; 7.5; 8; 8.5; 9; 10,Tube size
12625,Tube route,,,,,Tube route,P_Intubatie,,0,8797,8797,Oraal; Nasaal-Li; Nasaal-re; Tracheostoma,Tube route
12627,Tracheacanule maat,,,,,Tracheacanule maat,P_Tracheostoma,,0,1926,1926,4; 5; 7; 8; 9; 6; 7.5 Extra; 8.5 Extra,Tracheostomy tube size
12629,Tracheacanule type,,,,,Tracheacanule type,P_Tracheostoma,,0,1559,1559,Portex; Shiley; Portex Minitrach; Rusch Tracheoflex; Anders,Tracheostomy tube type
12664,Tonus,,,,,Tonus,FYSIO-Functiestoornissen,,0,57,57,Hypotoon; Normotoon; Hypertoon,Tone
12665,Knie Li extensie MRC,,,,,Li extensie MRC,FYSIO-Functiestoornissen,,0,18,18,Geen spieraanspanning voelbaar/zichtbaar; Spieraanspanning voelbaar/zichtbaar; Beweging in het horizontale vlak mogelijk; Beweging in het verticale vlak mogelijk,Knee Li extension MRC
12666,Knie Re extensie MRC,,,,,Re extensie MRC,FYSIO-Functiestoornissen,,0,17,17,Geen spieraanspanning voelbaar/zichtbaar; Spieraanspanning voelbaar/zichtbaar; Beweging in het horizontale vlak mogelijk; Beweging in het verticale vlak mogelijk,Knee Re extension MRC
12667,Enkel Li dorsaalflexie MRC,,,,,Li dorsaalflexie MRC,FYSIO-Functiestoornissen,,0,16,16,Geen spieraanspanning voelbaar/zichtbaar; Beweging in het horizontale vlak mogelijk; Beweging in het verticale vlak mogelijk,Ankle Li dorsiflexion MRC
12668,Enkel Re dorsaalflexie MRC,,,,,Re dorsaalflexie MRC,FYSIO-Functiestoornissen,,0,18,18,Geen spieraanspanning voelbaar/zichtbaar; Spieraanspanning voelbaar/zichtbaar; Beweging in het horizontale vlak mogelijk; Beweging in het verticale vlak mogelijk,Ankle Re dorsiflexion MRC
12669,Handen Li knijpkracht MRC,,,,,Li knijpkracht MRC,FYSIO-Functiestoornissen,,0,17,17,Geen spieraanspanning voelbaar/zichtbaar; Spierspanning voelbaar/zichtbaar; Beweging in het horizontale vlak mogelijk; Beweging in het verticale vlak mogelijk; Beweging tegen lichte weerstand mogelijk,Hands Li squeeze strength MRC
12670,Handen Re knijpkracht MRC,,,,,Re knijpkracht MRC,FYSIO-Functiestoornissen,,0,20,20,Geen spieraanspanning voelbaar/zichtbaar; Spieraanspanning voelbaar/zichtbaar; Beweging in het horizontale vlak mogelijk; Beweging in het verticale vlak mogelijk; Beweging tegen lichte weerstand mogelijk,Hands Re pinch strength MRC
12751,Tube referentiepunt,,,,,Tube referentiepunt,P_Intubatie,,0,10458,10458,Mondhoek; Tandenrij,Tube reference point
12807,Achterhoofd,,,,,Achterhoofd,Decubitus-Score,,0,4786,4786,Geen; Graad I; Graad II; Graad III; Graad IV (zonder necrose); Graad IV (met necrose),Back of head
12809,Andere plek categorie,,,,,Cat. andere plek,Decubitus-Score,,0,18620,18620,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Different place category
12810,Bedsoort,,,,,Bedsoort,Decubitus-Score,,0,207294,207294,Standaard matras; Clinirest; Duo; Total  care; Zandbed; Anders; Primo; Nimbus,Bed type
12815,Elleboog Li,,,,,Elleboog Li,Decubitus-Score,,0,4224,4224,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Elbow Li
12816,Elleboog Re,,,,,Elleboog Re,Decubitus-Score,,0,4404,4404,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose),Elbow Re
12817,Enkel Li,,,,,Enkel Li,Decubitus-Score,,0,3915,3915,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Just Li
12818,Enkel Re,,,,,Enkel Re,Decubitus-Score,,0,4001,4001,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Only Re
12819,Heup Li,,,,,Heup Li,Decubitus-Score,,0,3148,3148,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Hip Li
12820,Heup Re,,,,,Heup Re,Decubitus-Score,,0,3203,3203,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Hip Re
12821,Hiel Li,,,,,Hiel Li,Decubitus-Score,,0,16914,16914,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Heel Li
12822,Hiel Re,,,,,Hiel Re,Decubitus-Score,,0,16888,16888,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Heel Re
12823,Knie Li,,,,,Knie Li,Decubitus-Score,,0,1632,1632,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Knee Li
12824,Knie Re,,,,,Knie Re,Decubitus-Score,,0,2025,2025,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (met necrose),Knee Re
12825,Neus,,,,,Neus,Decubitus-Score,,0,5418,5418,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Nose
12826,Oor Li,,,,,Oor Li,Decubitus-Score,,0,5119,5119,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Ear Li
12827,Oor Re,,,,,Oor Re,Decubitus-Score,,0,6331,6331,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Ear Re
12828,Schouder Li,,,,,Schouder Li,Decubitus-Score,,0,1984,1984,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (met necrose),Shoulder Li
12829,Schouder Re,,,,,Schouder Re,Decubitus-Score,,0,1673,1673,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose),Shoulder Re
12830,Stuit,,,,,Stuit,Decubitus-Score,,0,37045,37045,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Bounce
12831,Tenen Li,,,,,Tenen Li,Decubitus-Score,,0,3622,3622,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (met necrose),Tenen Li
12832,Tenen Re,,,,,Tenen Re,Decubitus-Score,,0,4037,4037,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Tenen Re
12833,Vingers Li,,,,,Vingers Li,Decubitus-Score,,0,1923,1923,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Fingers Li
12834,Vingers Re,,,,,Vingers Re,Decubitus-Score,,0,1829,1829,Geen; Categorie I; Categorie II; Categorie III; Categorie IV (zonder necrose); Categorie IV (met necrose),Fingers Re
13064,Temp Huid Plaats,skin temperature location,LOINC,8327-9,Body temperature measurement site,Temp Huid Plaats,HD-Temperatuur,,0,1707,1707,Li-voet; Re-voet; Li-been; Re-been,skin temperature location
13066,A_Verbal,Glasgow Coma Score verbal response subscore,LOINC,9270-0,Glasgow coma score verbal,A_Verbal,APACHE-II,,0,10597,10597,Geen geluid; Onverstaanbare woorden; Onjuiste woorden; Verwarde taal; Georiënteerd,Glasgow Coma Score verbal response subscore
13072,A_Motoriek,Glasgow Coma Score motor response subscore,LOINC,9268-4,Glasgow coma score motor,A_Motoriek,APACHE-II,,0,10611,10611,Geen reactie; Strekken op pijn; Abnormaal buigen bij pijn; Terugtrekken bij pijn; Localiseren pijn; Voert opdrachten uit,Glasgow Coma Score motor response subscore
13077,A_Eye,Glasgow Coma Score eye opening subscore,LOINC,9267-6,Glasgow coma score eye opening,A_Eye,APACHE-II,,0,10637,10637,Niet; Op pijn; Op aanspreken; Spontaan,Glasgow Coma Score eye opening subscore
13078,A_Chronische_ziekten,,,,,A_Chronische_ziekten,APACHE-II,,0,1660,1660,Acute opname; Electieve opname; Spoedchirurgie,A_Chronic_diseases
13105,Metabole metingen pat. categorie,,,,,Categorie pat.,Metabole-metingen,,0,614,614,Trauma; Sepsis; Respiratoïre insufficiëntie; Post operatief; Neurologisch; Post-reanimatie,Metabolic measurements pat. category
13110,D_Hoofdgroep,,,,,D_Hoofdgroep,Diagnose,,0,90708,90708,Thoraxchirurgie; Algemene chirurgie; Neurochirurgie; Neurologie; Interne geneeskunde _OLD_1; Interne geneeskunde,D_Main group
13111,D_Subgroep_Thoraxchirurgie,,,,,D_Subgroep_Thoraxchirurgie,Diagnose,,0,14390,14390,CABG en Klepchirurgie; Cardio anders; Aorta chirurgie; Pulmonale chirurgie,D_Subgroup_Thorax surgery
13112,D_Subgroep_Algemene chirurgie,,,,,D_Subgroep_Algemene chirurgie,Diagnose,,0,16403,16403,Vaatchirurgie; Transplantatie chirurgie; Endocrinologische chirurgie; Traumatologie; Orthopedische chirurgie; Urogenitaal; KNO/Overige; Buikchirurgie; Algemeen,D_Subgroup_General surgery
13113,D_Subgroep_Neurochirurgie,,,,,D_Subgroep_Neurochirurgie,Diagnose,,0,4852,4852,Vasculair chirurgisch; Tumor chirurgie; Overige,D_Subgroup_Neurosurgery
13114,D_Subgroep_Neurologie,,,,,D_Subgroep_Neurologie,Diagnose,,0,2752,2752,Vasculair neurologisch; Overige,D_Subgroup_Neurology
13115,D_Subgroep_Interne geneeskunde,,,,,D_Subgroep_Interne geneeskunde,Diagnose,,0,18521,18521,Cardiovasculair; Pulmonaal; Abdominaal; Infectieziekten; Metabool; Renaal; Hematologisch; Overige,D_Subgroup_Internal medicine
13116,D_Thoraxchirurgie_CABG en Klepchirurgie,,,,,D_Thoraxchirurgie_CABG en Klepchirurgie,Diagnose,,0,12734,12734,CABG; CABG re; AVR; AVR re; MVR; MVR re; MVP; Tricuspidalis chirurgie; Gecombineerde hartchirurgie; Diagnose anders; CABG (Off pump); CABG re (Off pump),D_Thorax Surgery_CABG and Valve Surgery
13117,D_Thoraxchirurgie_Cardio anders,,,,,D_Thoraxchirurgie_Cardio anders,Diagnose,,0,929,929,ASD; VSD; VSR na infarct; Aneurysmectomie; Vrije wand ruptuur; Assist Device; Ontlasting pericardeffusie; Pericardectomie; AF ablatie; Diagnose anders,D_Thorax surgery_Cardio other
13118,D_Thoraxchirurgie_Aorta chirurgie,,,,,D_Thoraxchirurgie_Aorta chirurgie,Diagnose,,0,1217,1217,Aorta-wortel vervanging; Aorta-ascendens vervanging; Aorta-boog vervanging; Aorta-descendens vervanging; Bentall; Thoraco-abdominale aorta vervanging; Endovasculaire stent plaatsing; Dissectie; Diagnose anders,D_Thoraxsurgery_Aorta surgery
13119,D_Thoraxchirurgie_Pulmonale chirurgie,,,,,D_Thoraxchirurgie_Pulmonale chirurgie,Diagnose,,0,1326,1326,Segment/Sleeve resectie; (bi)Lobectomie; Pneumectomie; Pleurectomie; Video Assist Thoracoscopie; Mediastinitis; Overige thoraxchirurgie; Diagnose anders,D_Thoraxsurgery_Pulmonary surgery
13120,D_Algemene chirurgie_Vaatchirurgie,,,,,D_Algemene chirurgie_Vaatchirurgie,Diagnose,,0,3142,3142,Vaatchirurgie abdominaal; Thoraco-abdominale aorta vervanging; Vaatchirurgie perifeer; Embolectomie/trombolyse; Observatie aneurysma; EVAR; PTCA (perifere vaten); Overige (niet operatief); Diagnose anders,D_General surgery_Vascular surgery
13121,D_Algemene chirurgie_Buikchirurgie,,,,,D_Algemene chirurgie_Buikchirurgie,Diagnose,,0,5161,5161,Pancreatitis/pancreatectomie; Lever resectie/perfusie; Galblaas/ galwegen chirurgie; Oesophagus/maag chirurgie; Dunne/dikkedarm chirurgie (perforatie of obstructie); Proeflaparotomie; Gastro-intestinaal voor bloeding; Gastro-intestinaal voor neoplasma; Gastro-intestinaal overig; Diagnose anders,D_General surgery_Abdominal surgery
13122,D_Algemene chirurgie_Transplantatie chirurgie,,,,,D_Algemene chirurgie_Transplantatie chirurgie,Diagnose,,0,655,655,Nier en pancreastransplantatie; Niertransplantatie; Pancreastransplantatie ; Transplantectomie (renaal),D_General surgery_Transplant surgery
13123,D_Algemene chirurgie_Endocrinologische chirurgie,,,,,D_Algemene chirurgie_Endocrinologische chirurgie,Diagnose,,0,177,177,Endocrinologische chirurgie; Diagnose anders,D_General surgery_Endocrinological surgery
13124,D_Algemene chirurgie_Trauma,,,,,D_Algemene chirurgie_Trauma,Diagnose,,0,4630,4630,Multi trauma (operatief); Multi trauma (niet operatief); Hoofdtrauma (operatief); Hoofdtrauma (niet operatief); Thoraxtrauma (operatief); Thoraxtrauma (niet operatief); Buiktrauma (operatief); Buiktrauma (niet operatief); Trauma wervelfr/dwarslaesie (operatief); Trauma wervelfr/dwarslaesie (niet operatief); Extremiteitentrauma (operatief); Extremiteitentrauma (niet operatief); Diagnose anders,D_General surgery_Trauma
13125,D_Algemene chirurgie_Orthopedische chirurgie,,,,,D_Algemene chirurgie_Orthopedische chirurgie,Diagnose,,0,472,472,Orthopedische chirurgie (hemodynamische bewaking); Orthopedische chirurgie (respiratoire bewaking); Intercorporele spondylodese; Diagnose anders,D_General surgery_Orthopedic surgery
13126,D_Algemene chirurgie_Urogenitaal,,,,,D_Algemene chirurgie_Urogenitaal,Diagnose,,0,773,773,Nefrectomie (neoplasma); Nefrectomie (overige); Urologie (overige); Gynacologische chirurgie (hemodynamische bewaking); Gynacologische chirurgie (respiratoire bewaking); Diagnose anders,D_General surgery_Urogenital
13128,D_Neurochirurgie _Vasculair chirurgisch,,,,,D_Neurochirurgie _Vasculair chirurgisch,Diagnose,,0,1375,1375,Aneurysma chir. bij S.A.H.  ; Subduraal haematoom _OLD_1; Aneurysma chir. bij SAB; Aneurysma chir. zonder SAB; Aneurysma Coiling bij SAB; A.V.M./A.V.A.; Subduraal haematoom; Epiduraal haematoom; Intracerebraal haematoom; Diagnose anders,D_Neurosurgery _Vascular surgical
13129,D_Neurochirurgie _Tumor chirurgie,,,,,D_Neurochirurgie _Tumor chirurgie,Diagnose,,0,1327,1327,TC supra tentorieel; Meningioom supra tentorieel; TC infra tentorieel; Meningioom infra tentorieel; Brughoektumor; Diagnose anders,D_Neurosurgery _Tumor surgery
13130,D_Neurochirurgie_Overige,,,,,D_Neurochirurgie _Overige,Diagnose,,0,2407,2407,Cranioplastiek; Overige neurologie/neurochirurgie; Diagnose anders; Neurochirurgisch Trauma,D_Neurosurgery_Other
13131,D_Neurologie_Vasculair neurologisch,,,,,D_Neurologie_Vasculair neurologisch,Diagnose,,0,790,790,S.A.B.; Vaatspasme protocol; Subduraal haematoom; Epiduraal haematoom; Intracerebraal haematoom; Diagnose anders,D_Neurology_Vascular neurological
13132,D_Neurologie_Overige,,,,,D_Neurologie_Overige,Diagnose,,0,1295,1295,Coma; Observatie neurologische status; Infectieuze aandoeningen CZS; Epileptisch insult; Neuro musculaire ziekten; Overige neurologie; Diagnose anders,D_Neurology_Other
13133,D_Interne Geneeskunde_Cardiovasculair,,,,,D_Interne Geneeskunde_Cardiovasculair,Diagnose,,0,6568,6568,Hypovolemische shock; Cardiogene shock; Sepsis; Decompensatio cordis; Angina pectoris/myocardinfarct; Ritme stoornissen; Na reanimatie; Hypertensie; Thoracaal of abdominaal aneurysma; Diagnose anders,D_Internal Medicine_Cardiovascular
13134,D_Interne Geneeskunde_Pulmonaal,,,,,D_Interne Geneeskunde_Pulmonaal,Diagnose,,0,6470,6470,Pneumonie; ALI/ARDS; Hogere luchtwegobstructie; Respiratoire insufficiëntie; Longembolie; Respiratoir neoplasma; Na respiratoir arrest; Asthma of allergie; Chronisch obstructieve longziekte; Aspiratie en vergiftiging; Diagnose anders,D_Internal Medicine_Pulmonary
13135,D_Interne Geneeskunde_Abdominaal,,,,,D_Interne Geneeskunde_Abdominaal,Diagnose,,0,1492,1492,Ileus; Cholangitis/Pancratitis; Leverinsufficientie; Portale hypertensie (TIPS); Bloeding tractus digestivus; Darm ischaemie; Diagnose anders,D_Internal Medicine_Abdominal
13136,D_Interne Geneeskunde_Infectieziekten,,,,,D_Interne Geneeskunde_Infectieziekten,Diagnose,,0,1361,1361,Endocarditis; Fasciitis necroticans; Urosepsis; PCP infectie; Infectieuze aandoening overig; Diagnose anders,D_Internal Medicine_Infectious Diseases
13137,D_Interne Geneeskunde_Metabool,,,,,D_Interne Geneeskunde_Metabool,Diagnose,,0,1253,1253,Intoxicatie; Tentame suicide/Overdosis; Diabetische keto-acidose; Diagnose anders,D_Internal Medicine_Metabolic
13138,D_Interne Geneeskunde_Renaal,,,,,D_Interne Geneeskunde_Renaal,Diagnose,,0,533,533,Acute tubulus necrose; Tubulo interstitiele nefritis; Hepatorenaal syndroom; Diagnose anders,D_Internal Medicine_Renal
13139,D_Interne Geneeskunde_Hematologisch,,,,,D_Interne Geneeskunde_Hematologisch,Diagnose,,0,1122,1122,Bloeding/ stollingsstornissen; Diffuse intravasale stolling; TTP/HUS; Hematologische maligniteit; Diagnose anders,D_Internal Medicine_Hematological
13140,D_Interne Geneeskunde_Overige,,,,,D_Interne Geneeskunde_Overige,Diagnose,,0,621,621,Verdrinking; Obstetrie/ HELLP; Diagnose anders,D_Internal Medicine_Other
13141,D_Algemene chirurgie_Algemeen,,,,,D_Algemene chirurgie_Algemeen,Diagnose,,0,565,565,Respiratoire insufficientie na ok; Na respiratoir arrest; Haemorragische shock; Sepsis; Na reanimatie; Diagnose anders,D_General surgery_General
13145,D_Algemene chirurgie_KNO/Overige,,,,,D_Algemene chirurgie_KNO/Overige,Diagnose,,0,1122,1122,Mond/keelholte/kaak chirurgie (hemodynamische bewaking); Mond/keelholte/kaak chirurgie (respiratoire bewaking); Overige chirurgie (hemodynamische bewaking); Overige chirurgie (respiratoire bewaking); Haematologisch; Diagnose anders,D_General surgery_ENT/Other
13313,Reden niet scoren decubitus,,,,,Reden niet scoren decubitus,Decubitus-Score,,0,1236,1236,Abstinerend beleid; Instabiliteit; Anders,Reason for not scoring pressure ulcers
13397,Fixatie reden,,,,,Fixatie reden,Delier-Fixatie,,0,3223,3223,"Verwijderen tube, lijnen; Vallen, weglopen; Anders",Fixation reason
13403,Fixatie wettelijk vertegenwoordiger,,,,,Fixatie wettelijk vertegenwoordiger,Delier-Fixatie,,0,834,834,"Curator, mentor, ouders/voogd i.g.v. minderjarigheid; Schriftelijk gemachtigde; Echtgenoot of andere levensgezel; Ouder, kind, broer, zus",Fixation legal representative
13410,Fixatie beschrijving,,,,,Fixatie beschrijving,Delier-Fixatie,,0,4119,4119,Zweedse band; Polsband links; Polsband rechts; Enkelband links; Enkelband rechts; Anders,Fixation description
13943,Liquor aspect(2),,,,,Liquor aspect(2),NEURO-Algemeen,,0,5095,5095,Bloederig; Helder; Rose; Troebel,Liquor aspect(2)
13944,EVD-Open/Dicht(2),,,,,EVD-Open/Dicht(2),NEURO-Algemeen,,0,2057,2057,Open; Dicht,EVD-Open/Closed(2)
14138,Soort plaatsing,,,,,Soort plaatsing,P_Globaal,,0,12074,12074,Eerste plaatsing; Wissel/Verandering,Type of placement
14139,Locatie plaatsing,,,,,Locatie plaatsing,P_Globaal,,0,57292,57292,IC/MC; OK; EH; Anders,Location placement
14143,Veneuze lijn Complicaties,,,,,Veneuze lijn Complicaties,Klinische verrichting Lijnen,,0,328,328,Mechanisch - Arteriële punctie of cannulatie; Mechanisch - Hematoom; Mechanisch - Pneumothorax; Mechanisch - Retroperitoneale bloeding; Infectiologisch - Klinische verdenking catheter infectie; Infectiologisch - Bacteriemie/lijnensepsis; Thrombotisch - Thrombose vene; Overig - Ritmestoornissen; Overig - Malpositie; Overig - Verlies guidewire; Anders,Venous Line Complications
14149,Thoraxdrain Complicaties,,,,,Thoraxdrain Complicaties,Klinische verrichting Thoraxdrain,,0,24,24,Hematothorax; Pneumothorax; Infectie/Empyeem; Anders,Chest drain complications
14161,Tracheotomie indicatie,,,,,Tracheotomie indicatie,Klinische verrichting Respiratie,,0,552,552,Moeizame weaning; Bovenste luchtwegobstructie; Hoog risico op aspiratie; Anders,Tracheotomy indication
14163,Tracheotomie contraindicatie,,,,,Tracheotomie contraindicatie,Klinische verrichting Respiratie,,0,29,29,Na halschirurgie/Radiotherapie; Afstand os thyroïdea-manubrium < 3 cm; Tracheomalacie; Ernstige obesitas; Anders,Tracheotomy contraindication
14169,Tracheotomie methode,,,,,Tracheotomie methode,Klinische verrichting Respiratie,,0,267,267,PercuTwist dilatatie-schroef; Griggs-forceps; Portex Ultraperc Single-step dilatatie; Minitrach,Tracheotomy method
14171,Tracheotomie Perioperatieve complicaties,,,,,Tracheotomie Perioperatieve complicaties,Klinische verrichting Respiratie,,0,44,44,Bloeding zonder transfusie; Bloeding met transfusie; Verlies luchtweg/extubatie; Leslies/scheur kraakbeen trachea (ringen); Hypotensie < 5 minuten; Ernstige Hypoxaemie; Anders,Tracheotomy Perioperative complications
14182,Thoraxdrain Plaatsing Locatie,,,,,Thoraxdrain Plaatsing Locatie,Klinische verrichting Thoraxdrain,,0,332,332,Links; Rechts,Chest Drain Placement Location
14183,Lijnen_Arterieel_Complicaties,,,,,Lijnen_Arterieel_Complicaties,P_Lijnen_Arterieel,,0,13,13,Bloeding/hematoom; Anders,Lines_Arterial_Complications
14426,Wonddrain5 Plaats,,,,,Wdrain5/Plaats,VB-Wonddrains,,0,291,291,Douglas; Sub-Frenisch; Sub-Hepatisch; Supra-Hepatisch; Intra-Peritoneaal; Retro-Peritoneaal; Bovenbeen Li; Onderbeen Li; Onderbeen Re; Bovenarm Li; Rug; Retro sternaal; Duodenum,Wondrain5 Place
14427,Wonddrain6 Plaats,,,,,Wdrain6/Plaats,VB-Wonddrains,,0,56,56,Sub-Frenisch; Sub-Hepatisch; Supra-Hepatisch; Intra-Peritoneaal; Retro-Peritoneaal; Bovenbeen Li; Bovenarm Li,Wound drain6 Location
14444,RASS score,,,,,RASS score,SCORE,,0,77692,77692,+4 strijdlustig; +3 erg geagiteerd; +2 geagiteerd; +1 onrustig;  0 alert en kalm; -1 slaperig; -2 lichte sedatie; -3 matige sedatie; -4 diepe sedatie; -5 niet wekbaar,RASS scoring
14469,RA_Chronische_ziekten,,,,,RA_Chronische_ziekten,APACHE II RESEARCH,,0,18,18,Acute opname; Electieve opname; Spoedchirurgie,RA_Chronic_diseases
